entrez_id_human,entrez_id_mouse,pleiotropy_HPO,pleiotropy_MPO,median_exp,mean_exp,count_exp
10526,320727.0,2.0,1.0,18.7499,18.37376396226415,42.0
55705,226432.0,,2.0,15.0221,15.280495283018864,39.0
3652,16351.0,,1.0,4.89337,4.978286415094338,2.0
64768,75678.0,,1.0,5.91838,8.654563396226415,10.0
642574,432964.0,,,,,
79781,74918.0,,1.0,2.08052,4.439202556603772,7.0
392843,231045.0,,,0.0242783,0.33429236226415093,1.0
9657,320299.0,1.0,1.0,20.1384,20.46318509433962,40.0
55721,230767.0,,,4.35271,5.626156226415095,5.0
115811,75732.0,,,1.21704,2.868686739622641,1.0
23288,74239.0,1.0,1.0,9.00565,9.932669622641507,21.0
132141,74267.0,,1.0,0.0606048,4.433949064150943,1.0
100506840,67320.0,,,,,
389124,75470.0,,,0.0,0.38780943396226414,1.0
440956,100041096.0,,,0.0,0.6872285716981132,1.0
84223,69707.0,,1.0,4.58645,6.192035113207547,3.0
64799,78250.0,,0.0,0.30442,0.5467272169811321,0.0
654502,208426.0,,0.0,0.0,0.01917471396226415,0.0
100505385,100505386.0,,,1.97207,2.8053007113207555,1.0
124152,434232.0,,,4.71256,6.2797431320754695,4.0
285423,71831.0,,,,,
80726,637079.0,,1.0,,,
8826,29875.0,,2.0,54.1353,53.71074547169811,45.0
10788,544963.0,,1.0,3.74664,7.056874483018868,13.0
128239,404710.0,,0.0,0.405713,1.5121777528301887,3.0
9922,232227.0,1.0,0.0,34.3832,37.62261320754718,53.0
23096,245666.0,2.0,1.0,5.47934,7.4804933018867885,8.0
440073,243621.0,,1.0,1.89294,11.339730616981134,13.0
154865,214704.0,,1.0,0.241814,1.1253431452830187,1.0
10335,17540.0,,1.0,,,
4033,16970.0,,,,,
3654,16179.0,1.0,1.0,46.9777,46.349860377358496,53.0
134728,65099.0,,,1.41654,1.6995647735849053,0.0
3656,108960.0,,1.0,4.74741,5.112080358490566,5.0
11213,73914.0,,1.0,5.48098,7.825090358490566,14.0
51135,266632.0,1.0,1.0,11.3032,10.749715283018865,31.0
3658,64602.0,1.0,2.0,11.9484,11.319985471698116,34.0
3659,16362.0,1.0,2.0,12.1086,14.73245283018868,32.0
3660,16363.0,,1.0,25.0564,23.86662962264152,41.0
26145,272359.0,,,22.9359,25.516771698113207,53.0
359948,270110.0,2.0,1.0,56.7844,58.40763584905658,53.0
64207,238330.0,1.0,0.0,40.1688,37.806132075471695,53.0
3661,54131.0,1.0,2.0,56.8421,59.828566037735854,53.0
3662,16364.0,2.0,2.0,0.446021,10.043871073584903,5.0
3663,27056.0,2.0,1.0,3.82952,7.985950339622643,9.0
3664,54139.0,2.0,2.0,4.5317,19.006716433962264,21.0
3665,54123.0,0.0,1.0,17.171,22.218865849056602,38.0
3394,15900.0,1.0,1.0,2.32027,8.658887473584908,7.0
10379,16391.0,1.0,1.0,49.9495,53.06561867924526,52.0
56269,210145.0,,1.0,0.0467894,6.433754154716982,1.0
126298,210146.0,,,9.6242,10.523434905660375,22.0
3667,16367.0,1.0,2.0,7.72208,10.843314320754716,17.0
8660,384783.0,1.0,2.0,18.1362,20.162918792452828,44.0
442338,16369.0,,1.0,0.316949,0.38419759811320753,0.0
8471,16370.0,1.0,1.0,0.0498629,0.3944681898113208,0.0
79192,16371.0,,2.0,0.238764,3.3488962226415104,6.0
153572,16372.0,,,0.727141,5.291009011320755,8.0
79191,16373.0,,2.0,4.83529,11.74716411698113,14.0
50805,50916.0,,1.0,0.0211228,2.485702951132075,6.0
10265,54352.0,1.0,1.0,0.706668,3.221227886792452,5.0
79190,64379.0,,2.0,0.257383,1.4745799222641511,3.0
122961,74316.0,1.0,,9.79784,10.557420566037738,24.0
23479,66383.0,1.0,,126.067,124.81238490566035,53.0
9636,100038882.0,1.0,0.0,29.5311,40.1402371698113,49.0
3669,57444.0,,,5.21985,9.756172396226415,15.0
81875,229504.0,,,13.7529,14.913421509433963,36.0
3670,16392.0,1.0,2.0,0.0389467,2.0565931452830193,4.0
64843,104360.0,,1.0,0.0488449,0.8381958811320757,0.0
3671,26968.0,,1.0,40.3044,78.8472118490566,37.0
57611,320563.0,,1.0,0.585549,1.8534554773584897,1.0
140862,319909.0,,0.0,2.12033,8.56876873018868,11.0
145501,217738.0,,,0.108302,0.4351672245283018,0.0
51015,66307.0,,,20.7694,25.93199698113207,49.0
9798,71955.0,,1.0,55.2718,51.97377358490564,53.0
91464,71597.0,,,0.0,0.9187744283018868,2.0
51477,71780.0,,0.0,29.4966,56.14403547169811,50.0
83737,16396.0,2.0,2.0,20.9925,20.010570566037735,45.0
81533,71927.0,,,16.3069,17.439256226415093,47.0
55846,101142.0,,1.0,14.8188,15.270516792452831,37.0
3672,109700.0,,1.0,12.297,23.49013377358491,28.0
8515,213119.0,,1.0,5.52899,13.615594207547167,11.0
22801,319480.0,,2.0,2.40567,9.914485660377355,7.0
3673,16398.0,1.0,1.0,2.99781,4.868135811320755,8.0
3674,16399.0,1.0,2.0,1.04621,2.425283905660377,2.0
3675,16400.0,1.0,2.0,38.6995,44.25401433962264,40.0
3676,16401.0,,1.0,1.43642,4.315138509433963,4.0
3678,16402.0,,2.0,49.0711,110.97219603773586,37.0
3655,16403.0,1.0,2.0,22.2928,31.807021226415088,45.0
3679,16404.0,1.0,2.0,29.3161,78.06267698113209,49.0
8516,241226.0,1.0,2.0,4.3351,32.447269716981125,16.0
3680,104099.0,,1.0,6.22992,9.196770862264149,16.0
3681,381924.0,,1.0,0.0758527,0.49477055415094345,1.0
3682,16407.0,,1.0,7.25754,7.061021886792455,5.0
3683,16408.0,,1.0,1.82229,6.7348384792452824,4.0
3684,16409.0,,1.0,2.96718,5.361693188679246,5.0
3685,16410.0,,2.0,27.7866,32.49705377358491,51.0
3687,16411.0,,1.0,3.7237,9.154098169811322,5.0
3688,16412.0,,2.0,63.8293,113.21212566037734,52.0
9270,16413.0,,1.0,30.9866,32.48864547169811,51.0
26548,26549.0,,1.0,1.47382,4.140527339622642,5.0
3690,16416.0,1.0,2.0,3.85425,8.83837758490566,15.0
23421,67733.0,,0.0,3.85339,4.048774037735849,2.0
3691,192897.0,2.0,2.0,15.9279,40.49226639622642,39.0
3693,16419.0,,1.0,42.6282,65.39895113207548,52.0
3694,16420.0,1.0,2.0,0.11291,3.2521018566037734,4.0
3695,16421.0,,2.0,1.15078,4.806450075471697,3.0
3696,320910.0,,2.0,6.58061,9.252790033962263,12.0
9358,223272.0,,,2.28373,15.40624654716981,12.0
3697,16424.0,,,0.0735394,10.05056130377358,1.0
3698,16425.0,,,0.244644,5.470096241509433,1.0
3699,16426.0,,,1.11544,19.577740113207557,6.0
3700,16427.0,,1.0,9.60709,45.274278886792466,26.0
80760,209378.0,,,10.0452,18.482203064150944,27.0
347365,634882.0,,,0.0,0.044489525094339614,0.0
3702,16428.0,1.0,1.0,0.632586,1.4934123358490563,2.0
9452,16431.0,,1.0,41.4471,48.787729245283025,48.0
9445,16432.0,1.0,1.0,110.132,113.7626716981132,53.0
81618,64294.0,,1.0,130.034,215.28062981132084,52.0
3704,16434.0,1.0,2.0,35.7175,35.35205094339623,53.0
3705,217837.0,,1.0,35.3206,43.931618301886786,52.0
3706,228550.0,,0.0,1.07066,9.65569945283019,14.0
3707,320404.0,,2.0,28.6607,32.132606415094344,44.0
80271,233011.0,,1.0,26.0754,31.422927358490572,39.0
3708,16438.0,1.0,2.0,13.0467,19.932928113207556,34.0
3709,16439.0,1.0,1.0,5.88032,6.924134528301889,7.0
3710,16440.0,1.0,2.0,24.2243,30.838642641509438,35.0
223075,232016.0,,,,,
6744,70599.0,,2.0,,,
85450,414801.0,,1.0,14.0842,18.970971188679247,32.0
150771,73338.0,,,0.632839,1.8680633396226418,2.0
162073,319622.0,,,9.7178,9.942303811320754,26.0
6453,16443.0,,2.0,6.68755,7.716015886792452,17.0
50618,20403.0,,1.0,15.4741,15.383122264150943,37.0
3712,56357.0,1.0,1.0,29.5652,34.66661037735849,51.0
3713,16447.0,,1.0,0.105233,23.631809873584906,4.0
10625,117198.0,1.0,1.0,39.216,42.75682264150943,53.0
55677,73473.0,,1.0,31.5681,29.919841509433954,53.0
389434,70337.0,1.0,,0.0258665,7.499031150943396,1.0
284359,73456.0,,0.0,0.278731,1.584360866037736,1.0
390243,64931.0,,1.0,0.0,0.04452018113207548,0.0
126123,75510.0,,1.0,0.0245391,1.4051832867924525,1.0
100129669,69314.0,,1.0,0.0,0.4246037735849057,1.0
113177,71564.0,,,9.56187,26.582389433962263,25.0
79960,269424.0,,1.0,13.4382,14.096964339622645,36.0
23338,76901.0,,2.0,16.8069,17.37923433962265,40.0
9767,382207.0,,,4.98215,5.211983018867924,4.0
182,16449.0,2.0,2.0,20.9079,39.20797943396226,35.0
3714,16450.0,1.0,2.0,11.6011,15.411444773584904,34.0
84522,67767.0,1.0,1.0,34.6255,33.473313207547186,53.0
3716,16451.0,1.0,2.0,56.0774,59.36723773584906,53.0
3717,16452.0,2.0,2.0,8.49746,11.717778301886796,24.0
3718,16453.0,1.0,2.0,5.07745,8.776798905660378,8.0
152789,76071.0,,1.0,0.419895,7.42746850075472,11.0
9832,76217.0,,1.0,0.368369,2.8593355471698105,2.0
282973,74004.0,,,1.51485,3.273464641509434,4.0
58494,67374.0,1.0,2.0,13.932,16.279050264150943,37.0
83700,83964.0,1.0,2.0,31.6764,43.220358679245294,48.0
120425,270152.0,,1.0,3.35677,6.215565658490568,5.0
3720,16468.0,,2.0,8.83934,11.278628490566039,21.0
221895,231986.0,,1.0,16.0576,20.48998060377359,36.0
57608,240185.0,,1.0,,,
3512,16069.0,,1.0,2.21752,85.63220471698112,13.0
122953,81703.0,,2.0,11.2578,12.13333603773585,29.0
79864,70989.0,,1.0,,,
51528,104771.0,,,24.8798,25.93088981132076,52.0
221037,108829.0,2.0,1.0,16.4295,16.77226471698113,36.0
65094,194952.0,,1.0,10.8914,12.132078867924529,35.0
23210,107817.0,,2.0,14.7736,14.860615660377357,37.0
100137047,433466.0,,0.0,16.929,23.759647547169806,44.0
339123,72106.0,,1.0,42.6376,42.249283018867935,53.0
133746,57748.0,,1.0,8.51013,9.966780377358491,22.0
9929,74158.0,,,41.2983,37.70450566037736,53.0
126119,66124.0,,,41.5796,43.245588679245294,53.0
56704,57339.0,1.0,1.0,1.68434,6.436981166037735,3.0
57158,59091.0,1.0,1.0,4.07268,21.134048075471693,17.0
57338,57340.0,1.0,1.0,0.360592,17.033147347169816,13.0
84502,319984.0,,2.0,1.87399,36.552969745283015,18.0
51155,15374.0,,0.0,,,
90861,52009.0,,,,,
554203,70252.0,,,1.34782,1.4791776226415099,0.0
8629,16469.0,1.0,,5.32517,6.097348490566037,7.0
8690,77532.0,,,7.14943,7.834945094339621,13.0
126306,71912.0,,1.0,0.225081,3.6170258886792452,1.0
10899,23922.0,,1.0,159.786,156.4861849056604,53.0
3725,16476.0,,2.0,120.907,180.2161,53.0
3726,16477.0,,2.0,220.895,323.65771886792453,53.0
3727,16478.0,,2.0,214.825,245.03630377358482,53.0
3728,16480.0,1.0,2.0,42.3041,119.40122981132076,41.0
8997,545156.0,,2.0,3.95567,5.937727566037735,7.0
23189,107351.0,1.0,1.0,20.0252,25.088087113207553,49.0
25959,235041.0,1.0,,44.5776,113.73685490566037,42.0
256949,80880.0,,,7.97949,13.16105575471698,22.0
163782,242553.0,,,0.352819,1.362050631132076,1.0
284058,76719.0,2.0,1.0,14.8226,14.158052264150935,35.0
151050,68691.0,,1.0,8.50539,10.19850886792453,22.0
54934,69612.0,,1.0,21.1844,20.017252830188678,40.0
55683,226976.0,,1.0,34.3164,34.26543396226415,53.0
102723508,72997.0,,0.0,6.41245,7.772609999999997,12.0
3735,85305.0,2.0,1.0,,,
147872,384619.0,,1.0,,,
57325,228714.0,,2.0,12.4217,12.57550547169811,39.0
2648,14534.0,,2.0,92.9251,104.90663584905663,53.0
8850,18519.0,,1.0,25.0695,23.844070566037736,48.0
10524,81601.0,1.0,1.0,29.9176,31.842696792452823,52.0
7994,244349.0,2.0,2.0,14.4753,13.864684150943399,33.0
23522,54169.0,2.0,2.0,8.55791,8.180914528301885,17.0
11143,217127.0,,1.0,12.7652,13.24460320754717,33.0
84148,67773.0,1.0,2.0,41.5454,45.16136226415095,53.0
11104,23924.0,,1.0,16.1983,16.248010377358494,36.0
84056,231912.0,,2.0,5.85181,7.497442735849057,14.0
83473,71206.0,,2.0,2.60248,3.011876716981132,2.0
10300,74187.0,2.0,2.0,19.7394,22.286493584905664,46.0
79768,72425.0,,,10.1383,9.846516226415094,27.0
23247,233865.0,2.0,1.0,,,
81621,107250.0,,,2.48361,3.528375849056604,3.0
23254,71529.0,,1.0,9.27293,12.646918679245282,21.0
9920,74901.0,,1.0,5.15391,12.595928092452825,18.0
166348,74589.0,,,1.1272,1.740224847169812,1.0
390594,74492.0,1.0,1.0,0.0626706,0.207506941509434,0.0
25948,210973.0,,1.0,24.5457,24.240756981132087,51.0
143879,69149.0,,,2.47229,2.7869153773584907,0.0
55709,67136.0,,,8.37712,8.35403433962264,17.0
89890,432879.0,,,5.58832,7.112225283018868,9.0
84078,211255.0,,1.0,3.86549,4.044986415094341,1.0
84541,243574.0,,1.0,0.778992,1.2248629433962266,1.0
56888,74287.0,,1.0,16.8665,16.453193396226418,44.0
3736,16485.0,2.0,2.0,0.147142,3.057949983396227,3.0
3744,242151.0,,1.0,0.0,0.017064598113207548,0.0
3737,16490.0,1.0,1.0,0.532189,3.350355377735849,5.0
3738,16491.0,,1.0,0.358664,0.7559200528301887,0.0
3739,16492.0,1.0,1.0,0.0962414,0.812323275849057,0.0
3741,16493.0,0.0,2.0,1.97443,7.3739677660377385,5.0
3742,16494.0,,1.0,,,
3743,16495.0,,0.0,0.0285365,0.43454794415094344,1.0
7881,16497.0,,1.0,2.93519,8.847041207547168,14.0
8514,16498.0,2.0,1.0,7.32277,22.013713018867918,17.0
9196,16499.0,,1.0,2.3043,5.936770094339623,5.0
3745,16500.0,1.0,1.0,1.80323,3.467232669811321,4.0
9312,98741.0,,1.0,0.0623341,0.38512580999999996,0.0
3746,16502.0,0.0,1.0,0.089862,4.731278341509434,4.0
3747,268345.0,1.0,1.0,0.0126581,2.2689847849056606,3.0
3748,16504.0,1.0,1.0,2.56792,7.846322132075472,8.0
3749,99738.0,,,3.45268,3.5007756792452835,0.0
3750,16506.0,,1.0,2.29561,3.1225744905660373,2.0
3751,16508.0,,1.0,0.70754,4.151803698113207,2.0
3752,56543.0,1.0,1.0,5.33413,8.810532222641507,16.0
3753,16509.0,1.0,2.0,0.149357,0.3507336584905661,0.0
9992,246133.0,1.0,1.0,0.652524,6.664160716981132,1.0
10008,57442.0,1.0,2.0,1.86807,3.5434047037735845,4.0
23704,57814.0,,1.0,3.92209,7.731049220754718,15.0
23630,66240.0,1.0,,0.487671,1.5183768528301886,1.0
3754,382571.0,,0.0,0.376152,7.379561898113209,9.0
3755,241794.0,,,0.539396,2.036551703584905,2.0
26251,240444.0,,1.0,0.219415,0.41105769245283014,0.0
170850,225030.0,,,0.0681086,0.2516378301886793,0.0
93107,66733.0,,1.0,0.0,0.048805210377358486,0.0
3756,16510.0,2.0,0.0,0.176264,0.5723710735849055,0.0
3757,16511.0,1.0,1.0,6.0309,14.243967175471697,20.0
23416,16512.0,,1.0,0.880114,13.503891018867924,11.0
23415,380728.0,,,0.233991,0.827595245283019,0.0
27133,238271.0,,0.0,0.00830304,0.18592866056603774,0.0
81033,192775.0,,1.0,0.0292403,0.5986492471698113,0.0
90134,170738.0,,0.0,0.0246068,0.1125878083018868,0.0
131096,211468.0,,2.0,1.00603,2.6959959207547173,2.0
30820,70357.0,,1.0,0.439316,3.9922316735849064,11.0
