	MGI	MP_became
2800	MGI:2441808	"{'MP:0010768', 'MP:0005384', 'MP:0005389', 'MP:0005376', 'MP:0005390', 'MP:0005386', ""'MP:0005376"", 'MP:0005391', ""MP:0010768'""}"
2801	MGI:2441808	"{'MP:0010768', 'MP:0005384', 'MP:0005389', 'MP:0005376', 'MP:0005390', 'MP:0005386', ""'MP:0005376"", 'MP:0005391', ""MP:0010768'""}"
2802	MGI:1917207	{'MP:0010768'}
2803	MGI:1859866	{'MP:0010768', 'MP:0005380', 'MP:0005384', 'MP:0005389', 'MP:0010771', 'MP:0005376', 'MP:0005370', 'MP:0005386', 'MP:0005378', 'MP:0002006', 'MP:0005381', 'MP:0005385'}
2804	MGI:3644472	{'MP:0005376', 'MP:0005397'}
2805	MGI:1098815	{'MP:0010768', 'MP:0010771', 'MP:0001186', 'MP:0005386'}
2806	MGI:103198	{'MP:0010768', 'MP:0005380', 'MP:0005384', 'MP:0005376', 'MP:0005390', 'MP:0005378', 'MP:0002006', 'MP:0005397', 'MP:0005381'}
2807	MGI:99701	{'MP:0005384', 'MP:0005389'}
2808	MGI:88350	{'nan'}
2809	MGI:1913690	{'MP:0005385', 'MP:0010768', 'MP:0005369'}
2810	MGI:102685	{'MP:0005378', 'MP:0005386', 'MP:0005375'}
2811	MGI:102657	{'MP:0010768', 'MP:0005376', 'MP:0010771', 'MP:0005389'}
2812	MGI:1858429	{'nan'}
2813	MGI:109531	{'MP:0010768', 'MP:0005389', 'MP:0010771', 'MP:0005376', 'MP:0005386', 'MP:0005379', 'MP:0002006'}
2814	MGI:1914322	{'MP:0005377', 'MP:0005391', 'MP:0005386', 'MP:0005390'}
2815	MGI:1918963	{'MP:0010768'}
2816	MGI:106211	{'MP:0010768', 'MP:0005384', 'MP:0005367', 'MP:0010771', 'MP:0005376', 'MP:0005386', 'MP:0005371', 'MP:0005380', 'MP:0005388', 'MP:0005382', 'MP:0005381', 'MP:0003631', 'MP:0005390', 'MP:0005378', 'MP:0005385', 'MP:0005369', 'MP:0005379', 'MP:0005391', 'MP:0005397'}
2817	MGI:2441841	{'nan'}
2818	MGI:2136459	{'MP:0010768', 'MP:0005378', 'MP:0005380', 'MP:0010771'}
2819	MGI:2652845	{'nan'}
2820	MGI:1929763	{'MP:0010768', 'MP:0005384', 'MP:0005378', 'MP:0005391', 'MP:0005385'}
2821	MGI:1929744	{'nan'}
2822	MGI:2384718	{'MP:0005376', 'MP:0005386'}
2823	MGI:1929760	{'MP:0003631', 'MP:0005386'}
2824	MGI:1929745	{'MP:0005387', 'MP:0001186', 'MP:0010771', 'MP:0005378', 'MP:0005397'}
2825	MGI:1889510	{'nan'}
2826	MGI:1919979	{'nan'}
2827	MGI:1338073	{'MP:0010768', 'MP:0005384', 'MP:0005380', 'MP:0005391', 'MP:0005385'}
2828	MGI:1918952	{'MP:0010768'}
2829	MGI:5591876	{'nan'}
2830	MGI:5591961	{'nan'}
2831	MGI:3643524	{'nan'}
2832	MGI:3647148	{'nan'}
2833	MGI:3647146	{'nan'}
2834	MGI:3647143	{'nan'}
2835	MGI:3644213	{'nan'}
2836	MGI:3644216	{'nan'}
2837	MGI:1345150	{'nan'}
2838	MGI:1309511	{'MP:0010768', 'MP:0005380', 'MP:0005384', 'MP:0005387', 'MP:0005389', 'MP:0010771', 'MP:0005376', 'MP:0005378', 'MP:0005379', 'MP:0005397', 'MP:0005371'}
2839	MGI:2384876	"{'MP:0010768', 'MP:0005384', 'MP:0005367', 'MP:0010771', ""'MP:0000194'"", ""'MP:0009082'"", 'MP:0005376', 'MP:0005386', ""'MP:0009092'"", ""'MP:0002904'"", ""MP:0000454'"", 'MP:0005380', 'MP:0005388', ""'MP:0008256'"", 'MP:0005375', 'MP:0005382', 'MP:0005381', ""'MP:0009222'"", 'MP:0005387', 'MP:0003631', 'MP:0005390', 'MP:0005370', 'MP:0005378', ""'MP:0003432'"", 'MP:0005385', ""'MP:0002083'"", 'MP:0005389', 'MP:0005369', 'MP:0005379', ""'MP:0010321'"", ""'MP:0003495'"", 'MP:0005397', ""'MP:0002006""}"
2840	MGI:1919787	{'nan'}
2841	MGI:1315198	{'nan'}
2842	MGI:1919213	{'nan'}
2843	MGI:1915099	{'MP:0010768', 'MP:0005376', 'MP:0005377', 'MP:0005391'}
2844	MGI:1914203	{'nan'}
2845	MGI:2384982	{'MP:0005387', 'MP:0005367', 'MP:0010771', 'MP:0005376', 'MP:0005378', 'MP:0005397'}
2846	MGI:1196274	{'MP:0010768', 'MP:0005384', 'MP:0005380', 'MP:0005376', 'MP:0005386'}
2847	MGI:2442010	{'nan'}
2848	MGI:3045328	{'MP:0005397', 'MP:0005387', 'MP:0005389'}
2849	MGI:88354	{'MP:0010768', 'MP:0005384', 'MP:0005380', 'MP:0005387', 'MP:0005389', 'MP:0010771', 'MP:0005376', 'MP:0005379', 'MP:0005381', 'MP:0005385'}
2850	MGI:107436	{'MP:0005378', 'MP:0005391'}
2851	MGI:99217	{'MP:0005387', 'MP:0005367', 'MP:0005389', 'MP:0010771', 'MP:0005376', 'MP:0005370', 'MP:0005386', 'MP:0005378', 'MP:0005379', 'MP:0005382', 'MP:0005397'}
2852	MGI:109503	{'nan'}
2853	MGI:99551	{'MP:0005376', 'MP:0005391', 'MP:0005385', 'MP:0005386'}
2854	MGI:106672	{'nan'}
2855	MGI:106671	{'nan'}
2856	MGI:1095414	{'MP:0005397', 'MP:0005381', 'MP:0005387'}
2857	MGI:1344366	{'MP:0005376'}
2858	MGI:3588198	{'MP:0005378', 'MP:0005390'}
2859	MGI:88355	"{'MP:0010768', 'MP:0005384', ""'MP:0002634'"", ""'MP:0001488'"", 'MP:0005376', 'MP:0005386', ""'MP:0003088'"", 'MP:0005380', ""'MP:0004792'"", ""MP:0001399'"", ""'MP:0003862'"", ""'MP:0003990'"", ""'MP:0020875'"", ""'MP:0001417'"", ""'MP:0001900'"", 'MP:0005378', ""'MP:0003631"", 'MP:0005385', ""'MP:0009538'"", ""'MP:0004793'"", 'MP:0005369', ""'MP:0004770'"", ""'MP:0011448'"", ""'MP:0004753'""}"
2860	MGI:1346069	{'MP:0005376'}
2861	MGI:1341843	{'nan'}
2862	MGI:1890219	"{'MP:0010768', ""'MP:0006358'"", 'MP:0005377', ""'MP:0001406'"", ""'MP:0001963'"", ""'MP:0006325'"", 'MP:0005382', ""'MP:0000745'"", ""'MP:0001399'"", ""'MP:0001486'"", ""'MP:0004532'"", ""'MP:0003631"", ""'MP:0005551'"", 'MP:0005389', ""'MP:0011061'"", ""'MP:0004738'"", ""'MP:0004491'"", ""'MP:0012148'"", 'MP:0005397', ""'MP:0003878'"", 'MP:0005384', ""'MP:0004402'"", ""'MP:0000026'"", ""'MP:0001967'"", ""'MP:0001935'"", ""'MP:0002857'"", ""'MP:0000042'"", 'MP:0005381', ""'MP:0002622'"", ""'MP:0004492'"", ""'MP:0004530'"", ""'MP:0000031'"", ""'MP:0011062'"", 'MP:0005390', ""'MP:0001961'"", ""'MP:0004329'"", ""'MP:0001442'"", ""'MP:0004396'"", ""'MP:0004432'"", ""'MP:0005357'"", ""'MP:0002894'"", ""'MP:0004515'"", 'MP:0005386', ""'MP:0003866'"", ""'MP:0004577'"", ""'MP:0001489'"", ""'MP:0003107'"", ""'MP:0002730'"", ""'MP:0002757'"", 'MP:0005375', ""'MP:0004434'"", ""'MP:0004522'"", ""'MP:0001388'"", 'MP:0005387', ""'MP:0001410'"", ""'MP:0004578'"", ""'MP:0001393'"", ""'MP:0001392'"", ""'MP:0004362'"", ""'MP:0004742'"", ""'MP:0001386'"", ""'MP:0001522'"", ""'MP:0011967'"", ""'MP:0004813'"", ""'MP:0030961'"", ""'MP:0002855'"", ""'MP:0004529'"", ""'MP:0000043'"", 'MP:0005376', ""'MP:0005191'"", ""'MP:0001394'"", ""'MP:0012149'"", ""'MP:0004408'"", ""'MP:0004527'"", ""'MP:0001395'"", ""'MP:0002102'"", ""'MP:0004736'"", 'MP:0005378', ""'MP:0004363'"", ""'MP:0005307'"", ""'MP:0003308'"", ""'MP:0006359'"", ""MP:0002102'"", ""'MP:0004399'"", ""'MP:0004737'"", 'MP:0005391'}"
2863	MGI:1928330	{'nan'}
2864	MGI:2685856	{'MP:0005376', 'MP:0005388'}
2865	MGI:88356	{'MP:0010771', 'MP:0005379'}
2866	MGI:99218	{'MP:0005384', 'MP:0005380', 'MP:0005367', 'MP:0005376', 'MP:0005386'}
2867	MGI:105057	{'MP:0010768', 'MP:0005380', 'MP:0005384', 'MP:0005387', 'MP:0005389', 'MP:0010771', 'MP:0005376', 'MP:0005370', 'MP:0005378', 'MP:0005379', 'MP:0005391', 'MP:0005382', 'MP:0005397', 'MP:0005385'}
2868	MGI:107435	{'MP:0005384', 'MP:0005367'}
2869	MGI:2442792	{'nan'}
2870	MGI:107434	{'MP:0003631', 'MP:0005386'}
2871	MGI:107433	{'MP:0003631', 'MP:0005376', 'MP:0005391', 'MP:0005386'}
2872	MGI:2157782	{'MP:0005391'}
2873	MGI:2687323	{'MP:0005378', 'MP:0005381', 'MP:0005379'}
2874	MGI:1916014	{'nan'}
2875	MGI:1916648	{'nan'}
2876	MGI:1919290	{'MP:0005384', 'MP:0005381'}
2877	MGI:3026886	{'MP:0010768', 'MP:0005376', 'MP:0005386'}
2878	MGI:1913876	{'MP:0010768', 'MP:0005384', 'MP:0005386'}
2879	MGI:105491	{'MP:0010768', 'MP:0005378', 'MP:0005376', 'MP:0005375'}
2880	MGI:2443610	{'nan'}
2881	MGI:88351	{'MP:0010768', 'MP:0005380', 'MP:0005384', 'MP:0005389', 'MP:0005376', 'MP:0005370', 'MP:0005379', 'MP:0005391', 'MP:0002006'}
2882	MGI:2448549	{'MP:0005385', 'MP:0010768', 'MP:0005384', 'MP:0005387', 'MP:0005388', 'MP:0005367', 'MP:0005390', 'MP:0005370', 'MP:0005369', 'MP:0005378', 'MP:0005382', 'MP:0005397', 'MP:0005371'}
2883	MGI:88353	"{'MP:0010768', 'MP:0005384', 'MP:0005380', 'MP:0010771', 'MP:0002006', ""'MP:0002006"", ""MP:0010771'""}"
2884	MGI:88353	"{'MP:0010768', 'MP:0005384', 'MP:0005380', 'MP:0010771', 'MP:0002006', ""'MP:0002006"", ""MP:0010771'""}"
2885	MGI:1098802	{'MP:0010768', 'MP:0005380', 'MP:0005384', 'MP:0005387', 'MP:0005367', 'MP:0005376', 'MP:0005370', 'MP:0005386', 'MP:0005378', 'MP:0005397', 'MP:0005385'}
2886	MGI:1916812	"{""'MP:0002989'"", 'MP:0010768', ""'MP:0009653'"", 'MP:0005367', 'MP:0010771', ""'MP:0005312'"", ""'MP:0010545'"", ""'MP:0013580'"", ""'MP:0012269'"", 'MP:0005376', ""'MP:0000528'"", 'MP:0005386', ""MP:0000266'"", 'MP:0005380', 'MP:0005388', ""'MP:0002652'"", ""'MP:0000774'"", ""'MP:0011099'"", 'MP:0005382', 'MP:0005381', ""'MP:0009655'"", ""'MP:0000280'"", ""'MP:0003641'"", ""'MP:0001698'"", ""'MP:0003984'"", ""'MP:0001889'"", ""'MP:0005329'"", 'MP:0005370', ""'MP:0009890'"", 'MP:0005378', ""'MP:0003631"", ""'MP:0001636'"", ""'MP:0003658'"", 'MP:0005385', ""'MP:0000233'"", 'MP:0005369', 'MP:0005379', ""'MP:0000601'""}"
2887	MGI:894318	{'MP:0005376'}
2888	MGI:3583944	{'MP:0005378', 'MP:0005385'}
2889	MGI:97516	{'MP:0005379', 'MP:0005384', 'MP:0005389'}
2890	MGI:97517	{'MP:0010768', 'MP:0005378', 'MP:0005380', 'MP:0005386'}
2891	MGI:97518	{'MP:0005376'}
2892	MGI:1925584	{'MP:0005384', 'MP:0005386', 'MP:0005378', 'MP:0005397', 'MP:0005385'}
2893	MGI:104772	{'MP:0010768', 'MP:0005384', 'MP:0005389', 'MP:0005370', 'MP:0005378', 'MP:0005379'}
2894	MGI:2145349	{'MP:0010768', 'MP:0005380', 'MP:0005384', 'MP:0001186', 'MP:0003631', 'MP:0005390', 'MP:0005378', 'MP:0005391', 'MP:0005382', 'MP:0005381', 'MP:0005371'}
2895	MGI:1202069	{'MP:0010768', 'MP:0005378', 'MP:0005384', 'MP:0005382'}
2896	MGI:3652174	{'nan'}
2897	MGI:1098779	{'MP:0005397', 'MP:0005391', 'MP:0005386'}
2898	MGI:1916931	{'nan'}
2899	MGI:88357	"{""'MP:0001127'"", 'MP:0010768', 'MP:0005384', ""'MP:0001559'"", 'MP:0005367', ""'MP:0003077'"", 'MP:0005376', 'MP:0005386', ""'MP:0001262'"", ""'MP:0002679'"", ""'MP:0004852'"", ""'MP:0005185'"", ""'MP:0001119'"", ""'MP:0003699'"", 'MP:0005380', ""'MP:0001524'"", ""'MP:0003698'"", ""'MP:0001426'"", ""'MP:0005536'"", ""'MP:0002687'"", ""'MP:0002727'"", 'MP:0005382', ""'MP:0001145'"", ""'MP:0002784'"", ""'MP:0002216'"", ""'MP:0001762'"", ""'MP:0001399'"", ""'MP:0009172'"", 'MP:0005390', ""'MP:0001922'"", 'MP:0005378', ""'MP:0003631"", ""MP:0001265'"", ""'MP:0001392'"", ""'MP:0005215'"", ""'MP:0001926'"", ""'MP:0031419'"", ""'MP:0002893'"", ""'MP:0002790'"", 'MP:0005389', ""'MP:0002082'"", 'MP:0005379', ""'MP:0001759'"", 'MP:0005391', 'MP:0005397'}"
2900	MGI:101765	{'MP:0010768', 'MP:0005388', 'MP:0001186', 'MP:0003631', 'MP:0010771', 'MP:0005376', 'MP:0005386'}
2901	MGI:101764	"{'MP:0010768', 'MP:0005384', ""'MP:0000788'"", 'MP:0005376', ""'MP:0000813'"", 'MP:0005386', ""'MP:0000889'"", ""'MP:0003232'"", ""'MP:0011624'"", ""'MP:0001473'"", ""'MP:0003651'"", ""'MP:0000807'"", ""'MP:0002184'"", ""'MP:0000781'"", ""'MP:0000812'"", ""MP:0002064'"", ""'MP:0003927'"", ""'MP:0000885'"", ""'MP:0004077'"", ""'MP:0000790'"", ""'MP:0000783'"", ""'MP:0001399'"", ""'MP:0003631"", ""'MP:0010069'"", ""'MP:0000825'"", ""'MP:0008872'"", ""'MP:0002083'"", ""'MP:0009745'"", ""'MP:0002739'""}"
2902	MGI:1330828	{'nan'}
2903	MGI:1914221	{'MP:0005384', 'MP:0005376', 'MP:0005369', 'MP:0005386', 'MP:0005378', 'MP:0005385'}
2904	MGI:2384875	{'MP:0010768', 'MP:0005384', 'MP:0005387', 'MP:0005389', 'MP:0003631', 'MP:0010771', 'MP:0005390', 'MP:0005378', 'MP:0005379', 'MP:0005391', 'MP:0005382', 'MP:0002006', 'MP:0005397'}
2905	MGI:1933126	{'MP:0010768', 'MP:0005384', 'MP:0005376', 'MP:0005370', 'MP:0005386', 'MP:0005378', 'MP:0005379', 'MP:0005391', 'MP:0005397', 'MP:0005385'}
2906	MGI:1277162	{'MP:0005384', 'MP:0005387', 'MP:0005389', 'MP:0003631', 'MP:0005378', 'MP:0005379', 'MP:0005391', 'MP:0005397'}
2907	MGI:5595629	{'nan'}
2908	MGI:102956	{'MP:0010768', 'MP:0005380', 'MP:0005384', 'MP:0001186', 'MP:0005367', 'MP:0010771', 'MP:0005390', 'MP:0005375', 'MP:0005379', 'MP:0005378', 'MP:0005397', 'MP:0005381'}
2909	MGI:1196224	{'MP:0010768', 'MP:0005380', 'MP:0005384', 'MP:0003631', 'MP:0005376', 'MP:0005386', 'MP:0005378', 'MP:0005379', 'MP:0005385'}
2910	MGI:1328368	{'MP:0010768', 'MP:0005389', 'MP:0005386', 'MP:0005378', 'MP:0005385'}
2911	MGI:1921765	{'MP:0005384', 'MP:0010771', 'MP:0005376', 'MP:0005370', 'MP:0005369', 'MP:0005375', 'MP:0005386', 'MP:0005378', 'MP:0005379', 'MP:0005391'}
2912	MGI:1918341	{'nan'}
2913	MGI:1858227	{'MP:0005376', 'MP:0005390', 'MP:0005387', 'MP:0005397'}
2914	MGI:2388268	{'nan'}
2915	MGI:3587025	{'nan'}
2916	MGI:1278336	"{""'MP:0010748'"", ""'MP:0002064'"", ""'MP:0001402'"", 'MP:0005386', ""MP:0002064'"", ""'MP:0001513'"", ""'MP:0009357'"", ""'MP:0003631"", 'MP:0005391'}"
2917	MGI:104556	"{'MP:0010768', 'MP:0005384', 'MP:0005367', 'MP:0010771', 'MP:0005376', ""'MP:0004762'"", ""'MP:0000400'"", ""'MP:0004023'"", ""'MP:0003331'"", ""'MP:0003725'"", 'MP:0005388', ""'MP:0011703'"", 'MP:0005375', ""'MP:0004771'"", 'MP:0005382', ""MP:0002628'"", 'MP:0005381', 'MP:0005387', 'MP:0003631', 'MP:0005390', 'MP:0005370', ""'MP:0008538'"", 'MP:0005378', ""'MP:0002628'"", ""'MP:0005348'"", ""'MP:0004045'"", 'MP:0005385', ""'MP:0002083'"", 'MP:0005389', ""'MP:0004796'"", 'MP:0005379', 'MP:0005397', ""'MP:0002006"", ""'MP:0000405'""}"
2918	MGI:104565	{'MP:0010768', 'MP:0005384', 'MP:0001186', 'MP:0005367', 'MP:0010771', 'MP:0005376', 'MP:0005377', 'MP:0005388', 'MP:0005375', 'MP:0005382', 'MP:0002006', 'MP:0005387', 'MP:0003631', 'MP:0005390', 'MP:0005370', 'MP:0005378', 'MP:0005385', 'MP:0005389', 'MP:0005369', 'MP:0005379', 'MP:0005391', 'MP:0005397'}
2919	MGI:104564	"{'MP:0010768', ""'MP:0002581'"", 'MP:0005384', ""'MP:0000131'"", 'MP:0005367', ""'MP:0011085'"", 'MP:0005376', ""'MP:0004320'"", 'MP:0005386', ""'MP:0003052'"", ""'MP:0002703'"", ""'MP:0011109'"", 'MP:0005371', ""'MP:0005033'"", ""'MP:0004200'"", ""'MP:0009888'"", 'MP:0005380', ""MP:0000757'"", 'MP:0005388', ""'MP:0008794'"", ""'MP:0008151'"", ""'MP:0011697'"", 'MP:0005375', ""'MP:0000526'"", 'MP:0005382', ""'MP:0004002'"", ""'MP:0003613'"", 'MP:0005381', ""'MP:0009247'"", 'MP:0005387', ""'MP:0000759'"", ""'MP:0002962'"", ""'MP:0003179'"", ""'MP:0006144'"", 'MP:0005390', ""'MP:0004920'"", 'MP:0005378', ""'MP:0003631"", ""'MP:0003723'"", ""'MP:0001716'"", ""'MP:0004686'"", 'MP:0005385', ""'MP:0005325'"", ""'MP:0001954'"", 'MP:0005389', 'MP:0005369', 'MP:0005379', 'MP:0005391', 'MP:0005397', ""'MP:0000523'""}"
2920	MGI:104738	{'MP:0010768', 'MP:0005384', 'MP:0005387', 'MP:0005388', 'MP:0005367', 'MP:0003631', 'MP:0005389', 'MP:0005376', 'MP:0005390', 'MP:0010771', 'MP:0005386', 'MP:0005379', 'MP:0005391', 'MP:0002006', 'MP:0005397', 'MP:0005381'}
2921	MGI:1918175	{'MP:0010768', 'MP:0005386'}
2922	MGI:1261797	{'nan'}
2923	MGI:104737	{'MP:0010768', 'MP:0005384', 'MP:0005387', 'MP:0005378', 'MP:0002006', 'MP:0005397'}
2924	MGI:105388	{'MP:0010768', 'MP:0005384', 'MP:0005387', 'MP:0005388', 'MP:0005367', 'MP:0003631', 'MP:0005389', 'MP:0005376', 'MP:0010771', 'MP:0005386', 'MP:0005378', 'MP:0005379', 'MP:0002006', 'MP:0005397'}
2925	MGI:105387	{'MP:0005384', 'MP:0005389', 'MP:0003631', 'MP:0005376', 'MP:0005379', 'MP:0005377'}
2926	MGI:1919641	{'MP:0005376', 'MP:0005386'}
2927	MGI:3606576	{'MP:0010768', 'MP:0005384', 'MP:0005380', 'MP:0003631', 'MP:0005376', 'MP:0005386', 'MP:0005378'}
2928	MGI:105925	{'MP:0005385', 'MP:0010768', 'MP:0005388', 'MP:0005389', 'MP:0005376', 'MP:0005390', 'MP:0005386', 'MP:0005378', 'MP:0005379', 'MP:0005377', 'MP:0005391', 'MP:0005382', 'MP:0005371'}
2929	MGI:1926387	"{'MP:0010768', 'MP:0005384', ""'MP:0012256'"", ""'MP:0030202'"", 'MP:0005386', ""MP:0000428'"", ""'MP:0030197'"", ""'MP:0030201'"", ""'MP:0030218'"", ""'MP:0001265'"", 'MP:0005380', 'MP:0005388', ""'MP:0005157'"", ""'MP:0004790'"", 'MP:0005382', ""'MP:0004463'"", ""'MP:0030137'"", 'MP:0005381', ""'MP:0004462'"", ""'MP:0002820'"", ""'MP:0002233'"", 'MP:0005390', ""'MP:0000428'"", 'MP:0005378', ""'MP:0003631"", ""'MP:0011088'"", 'MP:0005385', ""'MP:0030314'"", ""'MP:0011086'""}"
2930	MGI:1919605	{'nan'}
2931	MGI:88359	{'nan'}
2932	MGI:1100885	{'nan'}
2933	MGI:2684867	{'nan'}
2934	MGI:1913588	{'nan'}
2935	MGI:1921846	{'MP:0005391', 'MP:0005389'}
2936	MGI:1332236	{'MP:0010768', 'MP:0005387', 'MP:0003631', 'MP:0005378', 'MP:0005397'}
2937	MGI:3505689	{'MP:0010768', 'MP:0005387', 'MP:0010771', 'MP:0005376', 'MP:0005378', 'MP:0005379', 'MP:0005391', 'MP:0002006', 'MP:0005397', 'MP:0005385'}
2938	MGI:1914427	{'nan'}
2939	MGI:2448759	{'nan'}
2940	MGI:3646628	{'nan'}
2941	MGI:88360	{'MP:0005397', 'MP:0005390', 'MP:0005380', 'MP:0005382'}
2942	MGI:88361	{'MP:0010768', 'MP:0005380', 'MP:0005384', 'MP:0005389', 'MP:0005390', 'MP:0005378', 'MP:0005379', 'MP:0002006', 'MP:0005381', 'MP:0005371'}
2943	MGI:88362	{'MP:0005397', 'MP:0005390', 'MP:0005380'}
2944	MGI:1339956	{'MP:0003631', 'MP:0005384', 'MP:0005386'}
2945	MGI:1923046	{'MP:0005378', 'MP:0005397', 'MP:0005386'}
2946	MGI:1347245	"{'MP:0010768', 'MP:0005384', 'MP:0005387', 'MP:0005376', ""'MP:0002006"", 'MP:0002006', ""MP:0010768'"", 'MP:0005397', 'MP:0005381', 'MP:0005385'}"
2947	MGI:1347246	"{'MP:0005384', 'MP:0005376', 'MP:0005369', 'MP:0005386', 'MP:0005375', 'MP:0005378', 'MP:0005379', ""'MP:0005369"", ""MP:0005386'""}"
2948	MGI:1347251	{'nan'}
2949	MGI:2685615	"{""MP:0004736'"", ""'MP:0004749'"", ""'MP:0011967'"", ""'MP:0005376"", 'MP:0005377', 'MP:0005391'}"
2950	MGI:1919681	{'nan'}
2951	MGI:2443001	{'nan'}
2952	MGI:1918851	{'nan'}
2953	MGI:2141810	{'nan'}
2954	MGI:1347247	{'nan'}
2955	MGI:1914246	"{""'MP:0005390"", ""'MP:0005390'"", ""MP:0005390'""}"
2956	MGI:1914565	{'nan'}
2957	MGI:1917035	{'nan'}
2958	MGI:3646296	"{""MP:0005376'"", ""'MP:0005376"", ""'MP:0005376'""}"
2959	MGI:1920500	"{""MP:0005397'"", ""'MP:0005387"", 'MP:0005387', 'MP:0005397'}"
2960	MGI:3647191	"{""MP:0005376'"", ""'MP:0005376"", ""'MP:0005376'""}"
2961	MGI:1347250	{'nan'}
2962	MGI:1347252	{'nan'}
2963	MGI:1891352	"{'MP:0010768', ""MP:0010768'"", 'MP:0005376', ""'MP:0005376""}"
2964	MGI:1891353	{'nan'}
2965	MGI:1891354	"{""MP:0005376'"", ""'MP:0005376"", ""'MP:0005376'""}"
2966	MGI:1891355	{'nan'}
2967	MGI:1891357	"{""MP:0005376'"", ""'MP:0005376"", ""'MP:0005376'""}"
2968	MGI:1891358	"{'MP:0010771', ""'MP:0001186"", 'MP:0001186', ""MP:0010771'""}"
2969	MGI:1891359	"{""MP:0005376'"", ""'MP:0005376"", ""'MP:0005376'""}"
2970	MGI:1891360	{'nan'}
2971	MGI:1891361	{'nan'}
2972	MGI:1347245	"{'MP:0010768', 'MP:0005384', 'MP:0005387', 'MP:0005376', ""'MP:0002006"", 'MP:0002006', ""MP:0010768'"", 'MP:0005397', 'MP:0005381', 'MP:0005385'}"
2973	MGI:1347246	"{'MP:0005384', 'MP:0005376', 'MP:0005369', 'MP:0005386', 'MP:0005375', 'MP:0005378', 'MP:0005379', ""'MP:0005369"", ""MP:0005386'""}"
2974	MGI:1347251	{'nan'}
2975	MGI:1347245	"{'MP:0010768', 'MP:0005384', 'MP:0005387', 'MP:0005376', ""'MP:0002006"", 'MP:0002006', ""MP:0010768'"", 'MP:0005397', 'MP:0005381', 'MP:0005385'}"
2976	MGI:1347246	"{'MP:0005384', 'MP:0005376', 'MP:0005369', 'MP:0005386', 'MP:0005375', 'MP:0005378', 'MP:0005379', ""'MP:0005369"", ""MP:0005386'""}"
2977	MGI:1347251	{'nan'}
2978	MGI:1914246	"{""'MP:0005390"", ""'MP:0005390'"", ""MP:0005390'""}"
2979	MGI:1914565	{'nan'}
2980	MGI:1917035	{'nan'}
2981	MGI:3646296	"{""MP:0005376'"", ""'MP:0005376"", ""'MP:0005376'""}"
2982	MGI:1920500	"{""MP:0005397'"", ""'MP:0005387"", 'MP:0005387', 'MP:0005397'}"
2983	MGI:3647191	"{""MP:0005376'"", ""'MP:0005376"", ""'MP:0005376'""}"
2984	MGI:1347250	{'nan'}
2985	MGI:1347252	{'nan'}
2986	MGI:1891352	"{'MP:0010768', ""MP:0010768'"", 'MP:0005376', ""'MP:0005376""}"
2987	MGI:1891353	{'nan'}
2988	MGI:1891354	"{""MP:0005376'"", ""'MP:0005376"", ""'MP:0005376'""}"
2989	MGI:1891355	{'nan'}
2990	MGI:1891357	"{""MP:0005376'"", ""'MP:0005376"", ""'MP:0005376'""}"
2991	MGI:1891358	"{'MP:0010771', ""'MP:0001186"", 'MP:0001186', ""MP:0010771'""}"
2992	MGI:1891359	"{""MP:0005376'"", ""'MP:0005376"", ""'MP:0005376'""}"
2993	MGI:1891360	{'nan'}
2994	MGI:1891361	{'nan'}
2995	MGI:1914246	"{""'MP:0005390"", ""'MP:0005390'"", ""MP:0005390'""}"
2996	MGI:1914565	{'nan'}
2997	MGI:1917035	{'nan'}
2998	MGI:3646296	"{""MP:0005376'"", ""'MP:0005376"", ""'MP:0005376'""}"
2999	MGI:1920500	"{""MP:0005397'"", ""'MP:0005387"", 'MP:0005387', 'MP:0005397'}"
3000	MGI:3647191	"{""MP:0005376'"", ""'MP:0005376"", ""'MP:0005376'""}"
3001	MGI:1347250	{'nan'}
3002	MGI:1347252	{'nan'}
3003	MGI:1891352	"{'MP:0010768', ""MP:0010768'"", 'MP:0005376', ""'MP:0005376""}"
3004	MGI:1891353	{'nan'}
3005	MGI:1891354	"{""MP:0005376'"", ""'MP:0005376"", ""'MP:0005376'""}"
3006	MGI:1891355	{'nan'}
3007	MGI:1891357	"{""MP:0005376'"", ""'MP:0005376"", ""'MP:0005376'""}"
3008	MGI:1891358	"{'MP:0010771', ""'MP:0001186"", 'MP:0001186', ""MP:0010771'""}"
3009	MGI:1891359	"{""MP:0005376'"", ""'MP:0005376"", ""'MP:0005376'""}"
3010	MGI:1891360	{'nan'}
3011	MGI:1891361	{'nan'}
3012	MGI:99480	"{'MP:0010768', ""'MP:0006410'"", 'MP:0005384', 'MP:0010771', 'MP:0005376', 'MP:0005386', ""'MP:0002441'"", ""'MP:0000691'"", ""'MP:0000189'"", ""'MP:0008250'"", 'MP:0005388', 'MP:0005375', ""'MP:0000223'"", ""'MP:0000606'"", ""'MP:0000208'"", ""'MP:0002123'"", ""'MP:0000240'"", 'MP:0005387', ""'MP:0008246'"", 'MP:0005370', 'MP:0005378', ""'MP:0001860'"", ""'MP:0000334'"", 'MP:0005385', 'MP:0005389', ""'MP:0000222'"", 'MP:0005369', ""'MP:0002026'"", ""'MP:0003326'"", ""MP:0002083'"", ""'MP:0011086'"", 'MP:0005397', ""'MP:0002006""}"
