	MGI	MP_became
11923	MGI:1891396	{'MP:0010768', 'MP:0005380', 'MP:0005367', 'MP:0005376', 'MP:0005378', 'MP:0005391', 'MP:0005385'}
11924	MGI:2442334	{'MP:0003631'}
11925	MGI:1914953	{'MP:0005388', 'MP:0003631', 'MP:0005386', 'MP:0005378', 'MP:0005382'}
11926	MGI:2663985	"{""'MP:0001127'"", 'MP:0005384', ""'MP:0003379'"", ""'MP:0002636'"", 'MP:0010771', ""'MP:0001140'"", 'MP:0005376', ""'MP:0001929'"", ""'MP:0000618'"", ""'MP:0001262'"", ""'MP:0004852'"", ""'MP:0002716'"", ""'MP:0003918'"", ""'MP:0001142'"", ""'MP:0005367"", ""'MP:0001156'"", ""'MP:0001134'"", ""'MP:0001119'"", ""'MP:0001932'"", ""'MP:0005148'"", ""'MP:0004109'"", ""'MP:0005188'"", ""'MP:0001925'"", ""'MP:0005536'"", ""MP:0000639'"", ""'MP:0002773'"", ""'MP:0001145'"", ""'MP:0031239'"", ""'MP:0003572'"", 'MP:0005381', ""'MP:0003402'"", 'MP:0005370', ""'MP:0004905'"", 'MP:0005378', ""'MP:0005159'"", ""'MP:0013317'"", ""'MP:0002637'"", ""'MP:0006380'"", ""'MP:0005189'"", ""'MP:0005183'"", ""'MP:0001926'"", ""'MP:0002016'"", ""'MP:0002777'"", ""'MP:0002717'"", ""'MP:0001132'"", ""'MP:0002790'"", ""'MP:0000653'"", 'MP:0005389', ""'MP:0002163'"", ""'MP:0004856'"", 'MP:0005379', ""'MP:0002780'"", ""'MP:0008297'"", ""'MP:0005181'"", ""'MP:0008869'"", ""'MP:0009009'""}"
11927	MGI:2148793	"{'MP:0010768', ""'MP:0001143'"", ""'MP:0001262'"", ""'MP:0002968'"", ""'MP:0000662'"", ""'MP:0003363'"", ""'MP:0005188'"", ""'MP:0005565'"", ""'MP:0001145'"", ""'MP:0001154'"", 'MP:0005370', ""'MP:0003631"", ""'MP:0002637'"", ""'MP:0006380'"", ""'MP:0004962'"", ""'MP:0002790'"", ""'MP:0000222'"", 'MP:0005389', 'MP:0005379', ""'MP:0008297'"", ""'MP:0005181'"", 'MP:0005397', ""'MP:0009009'"", ""'MP:0005567'"", 'MP:0005384', ""'MP:0002636'"", 'MP:0010771', ""'MP:0001157'"", ""'MP:0005132'"", ""'MP:0002716'"", ""'MP:0008261'"", ""'MP:0001153'"", ""'MP:0002607'"", ""'MP:0005148'"", ""'MP:0008983'"", ""'MP:0001147'"", ""'MP:0005536'"", 'MP:0005381', ""'MP:0013308'"", 'MP:0005390', ""'MP:0004930'"", ""'MP:0001919'"", ""'MP:0002777'"", ""'MP:0003967'"", ""'MP:0001938'"", ""MP:0001380'"", ""'MP:0002965'"", ""'MP:0008869'"", ""'MP:0006401'"", ""'MP:0009642'"", 'MP:0005386', ""'MP:0005016'"", ""'MP:0004852'"", ""'MP:0003918'"", ""'MP:0002644'"", ""'MP:0001925'"", 'MP:0005375', ""'MP:0005559'"", ""'MP:0011110'"", ""'MP:0000223'"", ""'MP:0031239'"", ""'MP:0004910'"", ""'MP:0003402'"", 'MP:0005387', ""'MP:0003179'"", ""'MP:0005159'"", ""'MP:0005189'"", ""'MP:0001155'"", ""'MP:0001926'"", ""'MP:0001132'"", ""'MP:0005179'"", ""'MP:0002780'"", ""'MP:0008288'"", ""'MP:0001127'"", 'MP:0005367', ""'MP:0002160'"", 'MP:0005376', ""'MP:0004929'"", ""'MP:0001116'"", ""'MP:0001121'"", ""'MP:0001134'"", ""'MP:0001119'"", ""'MP:0002773'"", ""'MP:0002774'"", ""'MP:0003642'"", ""'MP:0002161'"", ""'MP:0004905'"", 'MP:0005378', ""'MP:0001159'"", 'MP:0005385', ""'MP:0003344'"", ""'MP:0004955'"", ""'MP:0004856'"", ""'MP:0004952'"", ""'MP:0009226'""}"
11928	MGI:96677	"{""'MP:0001127'"", 'MP:0010768', ""'MP:0002599'"", 'MP:0005384', ""'MP:0008764'"", 'MP:0005367', 'MP:0010771', 'MP:0005376', ""'MP:0000414'"", ""'MP:0001188'"", 'MP:0005377', ""'MP:0000691'"", ""'MP:0000494'"", ""'MP:0009537'"", ""'MP:0009476'"", 'MP:0005371', ""'MP:0003447'"", ""'MP:0002608'"", 'MP:0005380', ""'MP:0001923'"", 'MP:0005388', ""'MP:0005171'"", ""'MP:0001925'"", ""'MP:0009515'"", ""'MP:0010279'"", ""'MP:0002447'"", 'MP:0005382', ""'MP:0003135'"", ""'MP:0002216'"", 'MP:0002006', 'MP:0005381', ""'MP:0002591'"", ""'MP:0003131'"", ""'MP:0000462'"", ""'MP:0000467'"", ""'MP:0001152'"", ""'MP:0009477'"", 'MP:0005387', ""'MP:0000324'"", 'MP:0003631', ""'MP:0003270'"", 'MP:0005390', ""'MP:0001189'"", ""'MP:0001186"", ""'MP:0009511'"", ""'MP:0010801'"", ""'MP:0001922'"", ""'MP:0005159'"", ""'MP:0001270'"", 'MP:0005370', 'MP:0005378', ""'MP:0002872'"", ""'MP:0000336'"", 'MP:0005385', ""'MP:0001926'"", ""'MP:0008874'"", ""'MP:0009480'"", ""'MP:0009485'"", ""'MP:0002083'"", 'MP:0005389', ""'MP:0001190'"", 'MP:0005369', ""'MP:0001921'"", 'MP:0005379', 'MP:0005391', ""MP:0002083'"", 'MP:0005397', ""'MP:0001126'"", ""'MP:0004805'"", ""'MP:0000693'""}"
11929	MGI:96974	{'MP:0010768', 'MP:0005384', 'MP:0001186', 'MP:0010771', 'MP:0005376', 'MP:0005377', 'MP:0005371', 'MP:0005380', 'MP:0005382', 'MP:0002006', 'MP:0005381', 'MP:0005387', 'MP:0003631', 'MP:0005370', 'MP:0005378', 'MP:0005385', 'MP:0005389', 'MP:0005379', 'MP:0005391', 'MP:0005397'}
11930	MGI:2684960	{'nan'}
11931	MGI:1101771	"{""'MP:0000066'"", 'MP:0010768', ""'MP:0006133'"", ""'MP:0008417'"", ""'MP:0000880'"", ""'MP:0001929'"", ""'MP:0005419'"", ""'MP:0006358'"", 'MP:0005377', ""'MP:0000137'"", ""'MP:0008375'"", ""'MP:0011584'"", ""'MP:0004833'"", ""'MP:0003786'"", ""'MP:0006325'"", 'MP:0005382', ""'MP:0012337'"", ""'MP:0008374'"", ""'MP:0001732'"", ""'MP:0005105'"", ""'MP:0001924'"", 'MP:0005370', ""'MP:0003199'"", ""'MP:0003409'"", ""'MP:0003631"", ""'MP:0013624'"", ""'MP:0000029'"", ""'MP:0030584'"", ""'MP:0001566'"", ""'MP:0005560'"", 'MP:0005389', ""'MP:0003946'"", 'MP:0005379', 'MP:0005397', ""'MP:0003195'"", 'MP:0005384', ""'MP:0003196'"", 'MP:0010771', ""'MP:0008261'"", 'MP:0005371', 'MP:0005388', ""'MP:0004985'"", ""'MP:0000559'"", ""'MP:0001402'"", ""'MP:0002216'"", ""'MP:0001958'"", 'MP:0005381', ""'MP:0003205'"", 'MP:0005390', ""'MP:0003109'"", ""'MP:0003991'"", ""'MP:0020010'"", ""'MP:0000063'"", ""'MP:0003644'"", 'MP:0005369', ""'MP:0004676'"", ""'MP:0008325'"", 'MP:0005386', ""'MP:0001407'"", ""'MP:0000416'"", ""'MP:0010124'"", 'MP:0005375', ""'MP:0000217'"", ""'MP:0003059'"", ""'MP:0001861'"", ""'MP:0000135'"", ""'MP:0006396'"", ""'MP:0030376'"", ""'MP:0008436'"", ""'MP:0000379'"", 'MP:0005387', ""'MP:0003662'"", ""'MP:0005159'"", ""'MP:0004163'"", ""'MP:0005416'"", ""'MP:0008373'"", ""'MP:0001132'"", ""'MP:0004894'"", ""'MP:0000160'"", ""'MP:0005106'"", ""'MP:0009866'"", ""'MP:0009212'"", ""MP:0002083'"", ""'MP:0003795'"", ""'MP:0001505'"", ""'MP:0008271'"", 'MP:0005367', ""'MP:0000194'"", 'MP:0005376', ""'MP:0001218'"", ""'MP:0000189'"", ""'MP:0001265'"", ""'MP:0000150'"", ""'MP:0009201'"", ""'MP:0010923'"", ""'MP:0006357'"", ""'MP:0030405'"", ""'MP:0000069'"", ""'MP:0001191'"", 'MP:0005378', 'MP:0005385', ""'MP:0002083'"", ""'MP:0000876'"", 'MP:0005391', ""'MP:0003197'"", ""'MP:0008844'"", ""'MP:0010522'"", ""'MP:0002128'""}"
11932	MGI:1932466	{'MP:0010768', 'MP:0005380', 'MP:0005376', 'MP:0005370', 'MP:0005386', 'MP:0005375', 'MP:0005378', 'MP:0005379', 'MP:0005385'}
11933	MGI:107978	{'MP:0003631', 'MP:0005378', 'MP:0005384', 'MP:0005386'}
11934	MGI:107953	{'MP:0005376', 'MP:0005377', 'MP:0005386'}
11935	MGI:1277971	{'MP:0005376'}
11936	MGI:1922014	{'nan'}
11937	MGI:1342771	"{'MP:0010768', 'MP:0005387', 'MP:0010771', 'MP:0005376', 'MP:0005370', 'MP:0005378', ""'MP:0004230'"", ""MP:0001577'"", ""'MP:0002447'"", ""'MP:0011099'"", ""'MP:0000245'"", 'MP:0005397', ""'MP:0005367""}"
11938	MGI:1101353	{'MP:0005384', 'MP:0010771', 'MP:0005376', 'MP:0005390', 'MP:0002006', 'MP:0005371'}
11939	MGI:2653368	{'MP:0005376', 'MP:0005389'}
11940	MGI:1333796	{'MP:0005376', 'MP:0005391'}
11941	MGI:1354948	{'MP:0005384', 'MP:0005387', 'MP:0005378', 'MP:0005379', 'MP:0005397'}
11942	MGI:3577024	{'MP:0005384', 'MP:0005388', 'MP:0005376', 'MP:0005386', 'MP:0002006', 'MP:0005397'}
11943	MGI:1929988	{'MP:0010768', 'MP:0005387', 'MP:0005367', 'MP:0005376', 'MP:0005370', 'MP:0005369', 'MP:0005375', 'MP:0005378', 'MP:0005397', 'MP:0005385'}
11944	MGI:2153049	{'MP:0010768', 'MP:0005380', 'MP:0005387', 'MP:0005376', 'MP:0005378', 'MP:0005397', 'MP:0005385'}
11945	MGI:2181068	{'nan'}
11946	MGI:3651666	{'nan'}
11947	MGI:1342772	{'MP:0010768', 'MP:0005380', 'MP:0005384', 'MP:0005387', 'MP:0005388', 'MP:0005376', 'MP:0005390', 'MP:0005370', 'MP:0005369', 'MP:0005378', 'MP:0005382', 'MP:0005397', 'MP:0005385'}
11948	MGI:1342773	{'MP:0010768', 'MP:0005384', 'MP:0005387', 'MP:0005388', 'MP:0005367', 'MP:0003631', 'MP:0005389', 'MP:0005376', 'MP:0005370', 'MP:0005369', 'MP:0005375', 'MP:0005378', 'MP:0005397', 'MP:0005385'}
11949	MGI:1342287	{'MP:0010768', 'MP:0005384', 'MP:0005387', 'MP:0005389', 'MP:0010771', 'MP:0005376', 'MP:0005386', 'MP:0005378', 'MP:0005379', 'MP:0005391', 'MP:0005382', 'MP:0002006', 'MP:0005397', 'MP:0005381'}
11950	MGI:1338056	{'MP:0010768', 'MP:0005380', 'MP:0005384', 'MP:0005387', 'MP:0005388', 'MP:0005389', 'MP:0010771', 'MP:0005376', 'MP:0005369', 'MP:0005378', 'MP:0005379', 'MP:0005391', 'MP:0005382', 'MP:0005381', 'MP:0005385'}
11951	MGI:1346318	{'MP:0010768', 'MP:0005384', 'MP:0005380', 'MP:0005389', 'MP:0010771', 'MP:0005370', 'MP:0005378', 'MP:0005379', 'MP:0005397', 'MP:0005385'}
11952	MGI:1935151	{'MP:0010768', 'MP:0005384', 'MP:0005388', 'MP:0003631', 'MP:0005376', 'MP:0005390', 'MP:0005386', 'MP:0005391', 'MP:0005397'}
11953	MGI:2442430	{'MP:0010768', 'MP:0005378', 'MP:0005380'}
11954	MGI:1333856	{'MP:0005378', 'MP:0005385', 'MP:0005386'}
11955	MGI:2672853	{'nan'}
11956	MGI:1924038	{'MP:0010768', 'MP:0005387', 'MP:0005376', 'MP:0005386', 'MP:0005391'}
11957	MGI:1916804	{'MP:0010768', 'MP:0005387', 'MP:0010771', 'MP:0005376', 'MP:0005386', 'MP:0005375', 'MP:0005378', 'MP:0005391', 'MP:0005382', 'MP:0005397'}
11958	MGI:2651568	{'nan'}
11959	MGI:2384569	{'nan'}
11960	MGI:2444612	{'MP:0005386'}
11961	MGI:3648212	{'MP:0005387', 'MP:0003631', 'MP:0005386', 'MP:0005377', 'MP:0005397', 'MP:0005385'}
11962	MGI:2442630	{'nan'}
11963	MGI:1925517	{'nan'}
11964	MGI:1916124	{'nan'}
11965	MGI:2136335	{'MP:0005387', 'MP:0005389', 'MP:0003631', 'MP:0010771', 'MP:0005386', 'MP:0005378', 'MP:0005379', 'MP:0005397'}
11966	MGI:2181067	{'MP:0005384', 'MP:0005389', 'MP:0005378', 'MP:0005379', 'MP:0005385'}
11967	MGI:2388648	{'nan'}
11968	MGI:2385619	{'MP:0005378', 'MP:0005390', 'MP:0005391', 'MP:0005379'}
11969	MGI:1914705	{'nan'}
11970	MGI:1921249	{'MP:0010768', 'MP:0005397', 'MP:0005387'}
11971	MGI:1923400	{'nan'}
11972	MGI:2678948	{'MP:0003631', 'MP:0005386'}
11973	MGI:2143315	{'MP:0003631', 'MP:0005376', 'MP:0005386', 'MP:0005377', 'MP:0005397'}
11974	MGI:1924363	{'MP:0005397', 'MP:0005367'}
11975	MGI:2444855	{'MP:0010768', 'MP:0005389', 'MP:0005376', 'MP:0005391', 'MP:0005385'}
11976	MGI:1919288	{'MP:0010768'}
11977	MGI:1337995	{'MP:0010768', 'MP:0005387', 'MP:0005378', 'MP:0005391', 'MP:0002006'}
11978	MGI:2683536	{'nan'}
11979	MGI:1923035	{'MP:0010771', 'MP:0005378', 'MP:0005376'}
11980	MGI:2668031	{'MP:0005378', 'MP:0005390', 'MP:0005382'}
11981	MGI:2443079	{'nan'}
11982	MGI:1913939	{'nan'}
11983	MGI:2683857	{'MP:0010768', 'MP:0005387', 'MP:0005376', 'MP:0005369', 'MP:0005397', 'MP:0005385'}
11984	MGI:2445185	{'MP:0005367', 'MP:0005376', 'MP:0005378', 'MP:0005397', 'MP:0005385'}
11985	MGI:1918038	{'nan'}
11986	MGI:3045305	{'MP:0005384', 'MP:0005369', 'MP:0005386', 'MP:0005378', 'MP:0005371'}
11987	MGI:3612790	{'MP:0005376', 'MP:0005386'}
11988	MGI:3644593	{'nan'}
11989	MGI:2685234	{'nan'}
11990	MGI:1919434	{'nan'}
11991	MGI:2385305	{'nan'}
11992	MGI:3045310	{'nan'}
11993	MGI:2442829	{'nan'}
11994	MGI:1919580	"{""'MP:0001732'"", 'MP:0010768', ""'MP:0000747'"", 'MP:0005384', ""'MP:0000759'"", ""'MP:0004090'"", ""'MP:0002106'"", ""'MP:0004091'"", ""'MP:0011085'"", ""'MP:0002188'"", 'MP:0005378', ""'MP:0005333'"", ""'MP:0005369"", ""MP:0001265'"", ""'MP:0002841'"", ""'MP:0000751'"", 'MP:0005385'}"
11995	MGI:2683854	{'MP:0010768', 'MP:0005378', 'MP:0005369', 'MP:0005371'}
11996	MGI:2444786	{'MP:0005378', 'MP:0005397', 'MP:0005390'}
11997	MGI:1919028	{'MP:0001186', 'MP:0005367', 'MP:0010771', 'MP:0005376', 'MP:0005390', 'MP:0005386', 'MP:0005391'}
11998	MGI:2686922	{'MP:0005397', 'MP:0005387'}
11999	MGI:1196453	{'nan'}
12000	MGI:2179430	{'nan'}
12001	MGI:2180122	{'MP:0003631', 'MP:0010768', 'MP:0005390', 'MP:0005391'}
12002	MGI:95292	{'nan'}
12003	MGI:102850	"{""MP:0005385'"", 'MP:0005369', 'MP:0005378', ""'MP:0005369"", 'MP:0005385'}"
12004	MGI:892019	{'nan'}
12005	MGI:892023	{'nan'}
12006	MGI:891982	{'nan'}
12007	MGI:892022	{'nan'}
12008	MGI:95291	{'nan'}
12009	MGI:892021	{'nan'}
12010	MGI:891981	{'nan'}
12011	MGI:891980	{'nan'}
12012	MGI:97322	{'nan'}
12013	MGI:97320	{'nan'}
12014	MGI:892020	{'nan'}
12015	MGI:892018	{'nan'}
12016	MGI:95293	{'nan'}
12017	MGI:1916790	{'nan'}
12018	MGI:1929977	{'MP:0005387', 'MP:0005389', 'MP:0010771', 'MP:0005390', 'MP:0005370', 'MP:0005379', 'MP:0005382', 'MP:0005397'}
12019	MGI:1916761	{'MP:0005390', 'MP:0005367'}
12020	MGI:3615275	{'MP:0005376', 'MP:0005391'}
12021	MGI:2447564	{'MP:0005376', 'MP:0005367'}
12022	MGI:2447533	{'MP:0003631', 'MP:0010771', 'MP:0005390', 'MP:0005386', 'MP:0005382'}
12023	MGI:95292	{'nan'}
12024	MGI:102850	"{""MP:0005385'"", 'MP:0005369', 'MP:0005378', ""'MP:0005369"", 'MP:0005385'}"
12025	MGI:892019	{'nan'}
12026	MGI:892023	{'nan'}
12027	MGI:891982	{'nan'}
12028	MGI:892022	{'nan'}
12029	MGI:95291	{'nan'}
12030	MGI:892021	{'nan'}
12031	MGI:891981	{'nan'}
12032	MGI:891980	{'nan'}
12033	MGI:97322	{'nan'}
12034	MGI:97320	{'nan'}
12035	MGI:892020	{'nan'}
12036	MGI:892018	{'nan'}
12037	MGI:95293	{'nan'}
12038	MGI:95292	{'nan'}
12039	MGI:102850	"{""MP:0005385'"", 'MP:0005369', 'MP:0005378', ""'MP:0005369"", 'MP:0005385'}"
12040	MGI:892019	{'nan'}
12041	MGI:892023	{'nan'}
12042	MGI:891982	{'nan'}
12043	MGI:892022	{'nan'}
12044	MGI:95291	{'nan'}
12045	MGI:892021	{'nan'}
12046	MGI:891981	{'nan'}
12047	MGI:891980	{'nan'}
12048	MGI:97322	{'nan'}
12049	MGI:97320	{'nan'}
12050	MGI:892020	{'nan'}
12051	MGI:892018	{'nan'}
12052	MGI:95293	{'nan'}
12053	MGI:1861379	{'MP:0010768', 'MP:0005387', 'MP:0005388', 'MP:0005390', 'MP:0005378', 'MP:0005382', 'MP:0005397'}
12054	MGI:1915918	{'MP:0005371', 'MP:0005376', 'MP:0005390', 'MP:0005386', 'MP:0005377', 'MP:0005391', 'MP:0005397', 'MP:0005385'}
12055	MGI:1343166	{'MP:0005387', 'MP:0010771', 'MP:0003631', 'MP:0005376', 'MP:0002006'}
12056	MGI:1346336	{'nan'}
12057	MGI:1343327	{'MP:0010768', 'MP:0005387', 'MP:0005367', 'MP:0003631', 'MP:0005376', 'MP:0005386', 'MP:0005378', 'MP:0005397'}
12058	MGI:1921082	{'nan'}
12059	MGI:102849	{'MP:0005376', 'MP:0005391', 'MP:0005385', 'MP:0005386'}
12060	MGI:96877	{'MP:0005387', 'MP:0005367', 'MP:0005389', 'MP:0005370', 'MP:0005386', 'MP:0005378', 'MP:0005379', 'MP:0005397', 'MP:0005381', 'MP:0005385'}
12061	MGI:107540	{'nan'}
12062	MGI:107539	{'MP:0005397', 'MP:0005387'}
12063	MGI:107538	{'nan'}
12064	MGI:2442965	{'nan'}
12065	MGI:1336161	"{'MP:0005387', 'MP:0005388', 'MP:0005376', 'MP:0005370', ""'MP:0005370"", 'MP:0005397', ""MP:0005397'""}"
12066	MGI:1336162	{'nan'}
12067	MGI:1929720	"{'MP:0005389', 'MP:0005376', ""'MP:0005376"", ""MP:0005389'""}"
12068	MGI:1336161	"{'MP:0005387', 'MP:0005388', 'MP:0005376', 'MP:0005370', ""'MP:0005370"", 'MP:0005397', ""MP:0005397'""}"
12069	MGI:1336162	{'nan'}
12070	MGI:1929720	"{'MP:0005389', 'MP:0005376', ""'MP:0005376"", ""MP:0005389'""}"
12071	MGI:1336161	"{'MP:0005387', 'MP:0005388', 'MP:0005376', 'MP:0005370', ""'MP:0005370"", 'MP:0005397', ""MP:0005397'""}"
12072	MGI:1336162	{'nan'}
12073	MGI:1929720	"{'MP:0005389', 'MP:0005376', ""'MP:0005376"", ""MP:0005389'""}"
12074	MGI:1336161	"{'MP:0005387', 'MP:0005388', 'MP:0005376', 'MP:0005370', ""'MP:0005370"", 'MP:0005397', ""MP:0005397'""}"
12075	MGI:1336162	{'nan'}
12076	MGI:1929720	"{'MP:0005389', 'MP:0005376', ""'MP:0005376"", ""MP:0005389'""}"
12077	MGI:1196250	"{'MP:0010768', 'MP:0005387', ""'MP:0005387"", ""MP:0010768'"", 'MP:0005397'}"
12078	MGI:1196275	{'nan'}
12079	MGI:1355294	{'nan'}
12080	MGI:1921503	{'MP:0005378', 'MP:0005397', 'MP:0005390', 'MP:0005387'}
12081	MGI:1196250	"{'MP:0010768', 'MP:0005387', ""'MP:0005387"", ""MP:0010768'"", 'MP:0005397'}"
12082	MGI:2138151	{'MP:0005376', 'MP:0005386'}
12083	MGI:96995	"{'MP:0010768', 'MP:0005384', 'MP:0010771', ""'MP:0004969'"", 'MP:0005376', 'MP:0005386', ""'MP:0000691'"", 'MP:0005380', ""MP:0000599'"", ""'MP:0002123'"", 'MP:0005387', 'MP:0003631', 'MP:0005390', 'MP:0005370', 'MP:0005378', 'MP:0005385', 'MP:0005389', 'MP:0005369', ""'MP:0002026'"", 'MP:0005397', ""'MP:0002006""}"
12084	MGI:109565	{'MP:0010768', 'MP:0005380', 'MP:0005384', 'MP:0005389', 'MP:0003631', 'MP:0005376', 'MP:0005370', 'MP:0005375', 'MP:0005378', 'MP:0005379', 'MP:0005385'}
12085	MGI:2444959	{'MP:0010768', 'MP:0005384', 'MP:0005389', 'MP:0005378', 'MP:0005391'}
12086	MGI:2682319	"{'MP:0010768', 'MP:0005384', 'MP:0005376', ""'MP:0008285'"", 'MP:0005386', ""'MP:0001262'"", ""'MP:0000097'"", ""'MP:0005292'"", 'MP:0005377', ""'MP:0001265'"", 'MP:0005380', 'MP:0005388', ""'MP:0000812'"", 'MP:0005375', ""'MP:0009454'"", 'MP:0005382', 'MP:0005381', 'MP:0005387', ""'MP:0002729'"", 'MP:0005390', ""'MP:0002891'"", 'MP:0005378', ""'MP:0014143'"", ""MP:0001458'"", ""'MP:0001258'"", ""'MP:0012307'"", ""'MP:0004789'"", ""'MP:0003631"", 'MP:0005385', ""'MP:0005659'"", ""'MP:0000447'"", ""'MP:0008948'"", 'MP:0005369', 'MP:0005397'}"
12087	MGI:1924825	{'MP:0010768', 'MP:0005384', 'MP:0005387', 'MP:0005389', 'MP:0005376', 'MP:0005375', 'MP:0005378', 'MP:0005379', 'MP:0005391', 'MP:0005397'}
12088	MGI:1915206	{'MP:0010768', 'MP:0005384', 'MP:0005376', 'MP:0005380'}
12089	MGI:2444557	{'MP:0010768', 'MP:0005388', 'MP:0005376', 'MP:0005390', 'MP:0005386', 'MP:0005375', 'MP:0005378'}
12090	MGI:2385262	{'nan'}
12091	MGI:3614952	{'nan'}
12092	MGI:1923734	{'MP:0003631', 'MP:0005386'}
12093	MGI:1097705	{'MP:0005376'}
12094	MGI:3027157	{'MP:0005378', 'MP:0005376', 'MP:0005386'}
12095	MGI:1923714	{'MP:0010768', 'MP:0005384', 'MP:0005387', 'MP:0003631', 'MP:0005376', 'MP:0005378', 'MP:0005397'}
12096	MGI:1913606	{'MP:0005387', 'MP:0005376', 'MP:0005386', 'MP:0005378', 'MP:0005397'}
12097	MGI:1289298	{'MP:0005384', 'MP:0005389', 'MP:0005376', 'MP:0005386', 'MP:0005379', 'MP:0005391', 'MP:0005397'}
12098	MGI:2673709	{'MP:0010768', 'MP:0005376', 'MP:0005391', 'MP:0005371'}
12099	MGI:103560	{'MP:0010768', 'MP:0005389', 'MP:0005376', 'MP:0005379', 'MP:0005397', 'MP:0005385'}
12100	MGI:3704480	{'nan'}
12101	MGI:103561	{'MP:0010768', 'MP:0005389', 'MP:0005367', 'MP:0005386', 'MP:0005379', 'MP:0005391'}
12102	MGI:1100863	{'nan'}
12103	MGI:1100848	{'MP:0005384', 'MP:0005387', 'MP:0005389', 'MP:0005390', 'MP:0005386'}
12104	MGI:1100836	{'MP:0010768', 'MP:0005384', 'MP:0005389', 'MP:0005390', 'MP:0005378', 'MP:0005379', 'MP:0005371'}
12105	MGI:2141165	{'MP:0010768', 'MP:0005384', 'MP:0005389'}
12106	MGI:107532	{'MP:0010768', 'MP:0005376'}
12107	MGI:1920981	{'MP:0010771', 'MP:0005376', 'MP:0005387', 'MP:0005397'}
12108	MGI:1890380	{'MP:0005387', 'MP:0005376', 'MP:0005386', 'MP:0005375', 'MP:0005378'}
12109	MGI:96680	"{'MP:0010768', ""'MP:0010020'"", 'MP:0005377', ""'MP:0002048'"", ""'MP:0012546'"", ""'MP:0004842'"", 'MP:0005382', ""'MP:0000441'"", 'MP:0003631', 'MP:0005370', ""'MP:0003394'"", ""'MP:0010594'"", 'MP:0005389', ""'MP:0005599'"", 'MP:0005379', 'MP:0005397', ""'MP:0006410'"", 'MP:0005384', ""'MP:0002027'"", 'MP:0010771', ""'MP:0002038'"", ""'MP:0000691'"", ""'MP:0000218'"", ""'MP:0008249'"", ""'MP:0008079'"", 'MP:0005388', ""'MP:0012431'"", ""'MP:0009278'"", 'MP:0005381', ""'MP:0008489'"", ""'MP:0002264'"", ""'MP:0000240'"", 'MP:0005390', ""'MP:0002020'"", ""'MP:0013696'"", ""'MP:0001258'"", ""'MP:0002024'"", ""'MP:0000023'"", ""'MP:0002135'"", 'MP:0005369', ""'MP:0002014'"", ""'MP:0000351'"", ""'MP:0010363'"", ""'MP:0002606'"", ""'MP:0000266'"", ""'MP:0001300'"", 'MP:0005380', ""'MP:0004207'"", ""'MP:0004809'"", ""'MP:0000438'"", ""'MP:0002396'"", ""'MP:0005011'"", 'MP:0002006', 'MP:0005387', ""'MP:0003179'"", ""'MP:0006321'"", ""'MP:0001186"", ""'MP:0010309'"", ""'MP:0008014'"", ""'MP:0000275'"", ""'MP:0013663'"", ""'MP:0011862'"", ""'MP:0001577'"", ""MP:0002027'"", ""'MP:0000219'"", ""'MP:0011090'"", ""'MP:0002051'"", 'MP:0005367', 'MP:0005376', ""'MP:0002032'"", ""'MP:0001265'"", ""'MP:0003743'"", ""'MP:0000316'"", ""'MP:0004215'"", 'MP:0005378', 'MP:0005385', ""'MP:0000447'"", ""'MP:0002083'"", ""'MP:0011861'"", 'MP:0005391', ""'MP:0003667'""}"
12110	MGI:1925077	{'nan'}
12111	MGI:3645096	{'nan'}
12112	MGI:1889377	{'nan'}
12113	MGI:1933988	{'nan'}
12114	MGI:1920266	{'nan'}
12115	MGI:2384899	{'MP:0010768', 'MP:0005386'}
12116	MGI:1930618	{'MP:0010768', 'MP:0005380', 'MP:0003631', 'MP:0010771', 'MP:0005369', 'MP:0005386', 'MP:0005378', 'MP:0005377', 'MP:0005391', 'MP:0005382', 'MP:0002006', 'MP:0005385'}
12117	MGI:1289274	{'nan'}
12118	MGI:96698	"{'MP:0010768', ""'MP:0001208'"", 'MP:0005387', 'MP:0003631', 'MP:0010771', 'MP:0005376', ""MP:0002095'"", ""'MP:0001186"", ""'MP:0001874'"", ""'MP:0001188'"", 'MP:0005378', ""'MP:0001192'"", 'MP:0005397', ""'MP:0001242'"", 'MP:0005385'}"
12119	MGI:96685	"{'MP:0010768', ""'MP:0001240'"", 'MP:0010771', ""'MP:0001195'"", ""'MP:0001239'"", ""'MP:0001233'"", ""'MP:0001262'"", 'MP:0005377', ""'MP:0000572'"", ""'MP:0001201'"", 'MP:0005371', ""'MP:0001874'"", ""'MP:0002406'"", ""'MP:0011087'"", ""'MP:0000020'"", 'MP:0005382', ""MP:0002060'"", ""'MP:0001242'"", ""'MP:0001208'"", 'MP:0005387', ""'MP:0003089'"", 'MP:0005378', ""'MP:0002111'"", ""'MP:0002060'"", ""'MP:0001231'"", ""'MP:0000574'"", ""'MP:0001190'"", 'MP:0005379', ""'MP:0001236'"", ""'MP:0001192'"", ""'MP:0002006""}"
12120	MGI:96687	{'MP:0005391'}
12121	MGI:101925	{'MP:0005378', 'MP:0005381', 'MP:0005382'}
