	MGI	MP
3109	MGI:2387588	MP:0005391,MP:0010768,MP:0005376
3110	MGI:1861735	MP:0005375,MP:0010768,MP:0005378
3111	MGI:2444518	
3112	MGI:1346065	MP:0005391,MP:0005386,MP:0010771,MP:0005379
3113	MGI:1917364	
3114	MGI:3712326	MP:0003631
3115	MGI:87999	MP:0005390,MP:0005375,MP:0005397,MP:0005376,MP:0005387,MP:0005384
3116	MGI:95751	MP:0001914,MP:0008288,MP:0004173,MP:0005385,MP:0000955,MP:0001785,MP:0005390,MP:0000877,MP:0001265,MP:0001922,MP:0001077,MP:0005112,MP:0011086,MP:0000642,MP:0005378,MP:0001386,MP:0001488,MP:0000961,MP:0005376,MP:0003631,MP:0001406,MP:0001504,MP:0005604,MP:0000745,MP:0005386,MP:0001522,MP:0009025,MP:0005397,MP:0001407,MP:0001523,MP:0005389,MP:0005387,MP:0010768,MP:0000061,MP:0005369,MP:0000743,MP:0005379,MP:0004703
3117	MGI:1913325	
3118	MGI:2442313	
3119	MGI:1914089	MP:0005389,MP:0005386,MP:0005379,MP:0010771,MP:0005376,MP:0005390,MP:0005378
3120	MGI:1922875	
3121	MGI:2655768	
3122	MGI:2442208	MP:0002006,MP:0005376,MP:0005381,MP:0005384
3123	MGI:1201608	MP:0003631,MP:0005384
3124	MGI:1928333	MP:0005386,MP:0005376
3125	MGI:103008	MP:0005386,MP:0010768,MP:0003631
3126	MGI:1890816	MP:0005391,MP:0003631
3127	MGI:3643290	
3128	MGI:1202715	MP:0005389,MP:0005387,MP:0005388,MP:0005385,MP:0010768,MP:0005369,MP:0005367,MP:0005379,MP:0005397,MP:0005376,MP:0010771
3129	MGI:2683461	MP:0005376
3130	MGI:1923688	MP:0005387,MP:0005384,MP:0005397
3131	MGI:3782053	
3132	MGI:1923640	
3133	MGI:1919091	
3134	MGI:1202402	MP:0005387
3135	MGI:3645720	
3136	MGI:3645359	
3137	MGI:1915868	
3138	MGI:104632	MP:0005386
3139	MGI:3642509	MP:0005369,MP:0005386,MP:0005390,MP:0005371
3140	MGI:3702277	
3141	MGI:1913479	MP:0005391,MP:0010768,MP:0010771
3142	MGI:1917720	MP:0005387,MP:0005381,MP:0005378,MP:0005384,MP:0010768,MP:0005379,MP:0005397,MP:0005376
3143	MGI:97279	MP:0005389,MP:0005376
3144	MGI:109380	MP:0005379,MP:0005378,MP:0005376,MP:0005397,MP:0005387,MP:0005381,MP:0005384
3145	MGI:3030560	
3146	MGI:1914731	MP:0010768,MP:0005376,MP:0005384
3147	MGI:108057	
3148	MGI:1919711	MP:0005386,MP:0005375,MP:0005376,MP:0005378
3149	MGI:2685049	
3150	MGI:1923658	MP:0005386,MP:0005376
3151	MGI:1931010	MP:0010768,MP:0005386,MP:0005376
3152	MGI:2387609	MP:0005377,MP:0010768,MP:0005371,MP:0005391,MP:0005390,MP:0005386,MP:0005376,MP:0003631
3153	MGI:1345157	
3154	MGI:2149593	MP:0005380,MP:0005389,MP:0005384
3155	MGI:1914120	
3156	MGI:3709288	
3157	MGI:1202066	
3158	MGI:3647159	
3159	MGI:1931322	MP:0005376
3160	MGI:1349661	MP:0005391,MP:0005389,MP:0005386,MP:0005379,MP:0005397,MP:0005378,MP:0005385
3161	MGI:1889278	MP:0005389,MP:0005379,MP:0005370,MP:0010768,MP:0005378
3162	MGI:2388672	
3163	MGI:2137210	
3164	MGI:2685419	MP:0005390,MP:0005386,MP:0005376
3165	MGI:1346347	MP:0005382,MP:0010771,MP:0010768,MP:0005378,MP:0005381,MP:0005384,MP:0005369,MP:0005385,MP:0005386,MP:0005367,MP:0005380,MP:0005376,MP:0003631
3166	MGI:1928142	
3167	MGI:94930	
3168	MGI:1927549	MP:0010771,MP:0010768,MP:0005378,MP:0005384,MP:0005386,MP:0005379,MP:0005380,MP:0003631
3169	MGI:1922774	
3170	MGI:2145374	MP:0005367,MP:0005380,MP:0005376,MP:0010768,MP:0005378,MP:0003631
3171	MGI:109365	
3172	MGI:2669254	
3173	MGI:2684964	
3174	MGI:1098729	
3175	MGI:2149248	
3176	MGI:1918961	MP:0002747,MP:0009862,MP:0011951,MP:0001634,MP:0001183,MP:0009873,MP:0000233,MP:0005384,MP:0005385,MP:0008657,MP:0001175,MP:0005244,MP:0011086,MP:0010470,MP:0001544,MP:0008775,MP:0005378,MP:0001861,MP:0006278,MP:0009866,MP:0005376,MP:0003819,MP:0010661,MP:0002006,MP:0009871,MP:0005388,MP:0004044,MP:0010468,MP:0006047,MP:0006117,MP:0005387,MP:0010768,MP:0006265,MP:0001958,MP:0005369,MP:0010996,MP:0002625,MP:0000272
3177	MGI:1925141	
3178	MGI:1916278	
3179	MGI:3036238	
3180	MGI:104697	MP:0005391,MP:0005376,MP:0005387,MP:0005381,MP:0005384
3181	MGI:1925911	MP:0005387,MP:0005397,MP:0005376,MP:0005370
3182	MGI:108016	MP:0010768,MP:0005389,MP:0005387,MP:0005397
3183	MGI:107942	MP:0005390,MP:0005377,MP:0005387,MP:0005371
3184	MGI:2685015	MP:0010768,MP:0005378,MP:0005385,MP:0005384,MP:0005369,MP:0005388,MP:0005386,MP:0005376
3185	MGI:88356	MP:0010771,MP:0005379
3186	MGI:2685466	
3187	MGI:97376	MP:0001186,MP:0005379,MP:0005382,MP:0002006,MP:0005387,MP:0005378,MP:0005384,MP:0005371,MP:0010768,MP:0005390,MP:0005386,MP:0005370,MP:0005397,MP:0005376,MP:0010771
3188	MGI:96619	
3189	MGI:99217	MP:0005389,MP:0005382,MP:0005370,MP:0005378,MP:0005387,MP:0005386,MP:0005367,MP:0005379,MP:0005397,MP:0005376,MP:0010771
3190	MGI:2681174	MP:0005386
3191	MGI:1913746	MP:0005376,MP:0005378,MP:0005370
3192	MGI:99595	MP:0005390,MP:0001186,MP:0005386,MP:0005376,MP:0010771
3193	MGI:3701129	
3194	MGI:3645823	
3195	MGI:2147677	MP:0005387,MP:0005397
3196	MGI:2183158	MP:0005388,MP:0005385,MP:0005375,MP:0005386,MP:0005367,MP:0005397,MP:0005380,MP:0005390,MP:0010771,MP:0005389,MP:0005387,MP:0005378,MP:0010768,MP:0005391,MP:0005379,MP:0005376
3197	MGI:4439618	
3198	MGI:1928392	MP:0005391,MP:0005375,MP:0010771
3199	MGI:88225	MP:0005386,MP:0005376,MP:0005371
3200	MGI:1914545	MP:0005397
3201	MGI:3718563	
3202	MGI:3588198	MP:0005390,MP:0005378
3203	MGI:3039623	
3204	MGI:2153084	MP:0005380,MP:0010768
3205	MGI:1891372	MP:0005389,MP:0005382,MP:0010768,MP:0005378,MP:0005385,MP:0005386,MP:0005380,MP:0003631
3206	MGI:1922566	
3207	MGI:3046414	MP:0005389
3208	MGI:1914063	MP:0002006,MP:0005387,MP:0005376,MP:0005381
3209	MGI:1918269	MP:0005387,MP:0010768,MP:0005385,MP:0005390,MP:0005386,MP:0005367,MP:0005397,MP:0005376
3210	MGI:1316736	MP:0001944,MP:0003493,MP:0000194,MP:0005382,MP:0010390,MP:0010279,MP:0010316,MP:0002031,MP:0000636,MP:0005381,MP:0005384,MP:0005385,MP:0003495,MP:0003505,MP:0001745,MP:0005370,MP:0005380,MP:0003365,MP:0010299,MP:0005390,MP:0010771,MP:0010366,MP:0002404,MP:0000642,MP:0002083,MP:0009590,MP:0005378,MP:0009044,MP:0000198,MP:0001148,MP:0005376,MP:0003631,MP:0003498,MP:0010346,MP:0010350,MP:0000633,MP:0006262,MP:0009153,MP:0002006,MP:0009043,MP:0003364,MP:0004832,MP:0010301,MP:0005388,MP:0002020,MP:0005386,MP:0010321,MP:0005397,MP:0010348,MP:0003430,MP:0009592,MP:0005491,MP:0008000,MP:0001152,MP:0005389,MP:0010288,MP:0005387,MP:0010768,MP:0005369,MP:0005379,MP:0002041,MP:0010320
3211	MGI:1330347	
3212	MGI:2442544	MP:0005380,MP:0010768,MP:0003631,MP:0005378
3213	MGI:96274	MP:0005389,MP:0010768,MP:0005378,MP:0005385,MP:0005384,MP:0005375,MP:0005386,MP:0005379,MP:0005390
3214	MGI:3618709	MP:0005386,MP:0010768,MP:0003631
3215	MGI:109489	
3216	MGI:2149820	MP:0005391,MP:0005375,MP:0010771,MP:0010768,MP:0005378
3217	MGI:3712668	
3218	MGI:109205	
3219	MGI:1913625	
3220	MGI:1890446	
3221	MGI:107755	MP:0010771,MP:0010768,MP:0005378,MP:0005371,MP:0005390,MP:0005375,MP:0005386,MP:0005376,MP:0003631
3222	MGI:3045316	MP:0005389,MP:0005384
3223	MGI:3576092	
3224	MGI:98586	
3225	MGI:1918800	
3226	MGI:1923759	MP:0005397,MP:0002006,MP:0005376,MP:0005387,MP:0005381,MP:0005384
3227	MGI:3606062	MP:0005377,MP:0005375,MP:0005386,MP:0005390,MP:0005378,MP:0005385
3228	MGI:1926076	
3229	MGI:1914068	
3230	MGI:98957	MP:0005389,MP:0005382,MP:0010771,MP:0005387,MP:0005378,MP:0005384,MP:0005371,MP:0010768,MP:0005386,MP:0005367,MP:0005379,MP:0005380,MP:0005397,MP:0005390,MP:0003631
3231	MGI:1916969	MP:0005386,MP:0005375,MP:0010768,MP:0003631
3232	MGI:1915951	
3233	MGI:2653690	MP:0005377,MP:0005382,MP:0010768,MP:0005378,MP:0005391,MP:0005390,MP:0005386,MP:0005376,MP:0010771
3234	MGI:892977	MP:0005382,MP:0000160,MP:0004358,MP:0005381,MP:0005384,MP:0005371,MP:0002932,MP:0000165,MP:0003419,MP:0005390,MP:0000352,MP:0000066,MP:0005621,MP:0000131,MP:0001732,MP:0002083,MP:0010768,MP:0005378,MP:0004686,MP:0030223,MP:0005376
3235	MGI:2672795	MP:0005386,MP:0005376,MP:0005378,MP:0005370
3236	MGI:1921269	MP:0010768,MP:0005378,MP:0005384,MP:0005371,MP:0005385,MP:0005391,MP:0005380,MP:0005376,MP:0003631
3237	MGI:2442894	
3238	MGI:1916537	
3239	MGI:1929274	
3240	MGI:1920685	
3241	MGI:1858417	MP:0005369,MP:0005375,MP:0005379,MP:0005376,MP:0005370,MP:0005378,MP:0005384
3242	MGI:1919250	
3243	MGI:1921330	MP:0005387,MP:0005376,MP:0005378,MP:0005397
3244	MGI:1918604	
3245	MGI:1914623	MP:0009149,MP:0001944,MP:0003341,MP:0009108,MP:0009171,MP:0013295,MP:0003340,MP:0009109,MP:0008805,MP:0004247
3246	MGI:1196256	MP:0005379,MP:0005387,MP:0005378,MP:0005384,MP:0005385,MP:0005388,MP:0010768,MP:0005386,MP:0005367,MP:0005370,MP:0005380,MP:0005397,MP:0005376,MP:0003631
3247	MGI:1915510	
3248	MGI:2448287	
3249	MGI:1918416	
3250	MGI:3782487	
3251	MGI:1921385	MP:0005369
3252	MGI:88437	MP:0005369,MP:0005390,MP:0005386,MP:0010768,MP:0005378,MP:0003631
3253	MGI:109263	MP:0005389,MP:0005378,MP:0005384,MP:0005375,MP:0005386,MP:0005379,MP:0005397,MP:0005376
3254	MGI:109525	MP:0005369,MP:0005386,MP:0003631,MP:0005385
3255	MGI:2429859	MP:0005387,MP:0010771
3256	MGI:95474	
3257	MGI:3642034	
3258	MGI:3031057	
3259	MGI:3702055	
3260	MGI:1915368	MP:0005388,MP:0010768,MP:0005376,MP:0005378
3261	MGI:1918137	
3262	MGI:1927072	MP:0005387,MP:0005378,MP:0005384,MP:0005397
3263	MGI:1922066	MP:0010768
3264	MGI:2685619	MP:0005389
3265	MGI:102952	MP:0005387,MP:0005397
3266	MGI:97355	MP:0002006,MP:0010771,MP:0005370,MP:0005378,MP:0005384,MP:0010768,MP:0005379,MP:0003631
3267	MGI:96973	MP:0005389,MP:0010771,MP:0010768,MP:0005378,MP:0005384,MP:0005371,MP:0005385,MP:0005386,MP:0005397,MP:0005380,MP:0003631
3268	MGI:3030581	
3269	MGI:104960	
3270	MGI:1933395	MP:0005391,MP:0005390,MP:0005375,MP:0005376,MP:0005378,MP:0005385
3271	MGI:2140076	
3272	MGI:1349442	
3273	MGI:1918251	
3274	MGI:1927237	MP:0005382,MP:0010768,MP:0005378,MP:0005381,MP:0005371,MP:0005385,MP:0005380,MP:0005376,MP:0003631
3275	MGI:1913977	MP:0005386,MP:0005387,MP:0005397
3276	MGI:1914637	
3277	MGI:1920713	MP:0005389,MP:0005384
3278	MGI:1329039	MP:0005387,MP:0005378,MP:0005397
3279	MGI:2653612	MP:0005386
3280	MGI:2443822	MP:0005375,MP:0005390
3281	MGI:2147661	
3282	MGI:2447165	MP:0005388,MP:0005386,MP:0003631
3283	MGI:2446129	
3284	MGI:2448297	
3285	MGI:107365	MP:0005386,MP:0005397,MP:0010768,MP:0005376,MP:0005387
3286	MGI:894278	MP:0010768,MP:0005376
3287	MGI:97273	MP:0005369,MP:0005388,MP:0010768,MP:0005378
3288	MGI:90169	MP:0005386,MP:0005387,MP:0005385,MP:0005397
3289	MGI:3030557	
3290	MGI:1270860	
3291	MGI:2676835	MP:0005387,MP:0005384,MP:0005397
3292	MGI:892001	MP:0005367,MP:0005379,MP:0005397,MP:0005387,MP:0005376
3293	MGI:1924894	MP:0005380,MP:0003631,MP:0005378
3294	MGI:1929988	MP:0005387,MP:0005378,MP:0005385,MP:0010768,MP:0005369,MP:0005375,MP:0005367,MP:0005370,MP:0005397,MP:0005376
3295	MGI:1916803	
3296	MGI:3779677	
3297	MGI:1915382	MP:0005377,MP:0005386,MP:0003631
3298	MGI:3619335	MP:0003631
3299	MGI:2652132	MP:0005390,MP:0005375,MP:0005376,MP:0005378
3300	MGI:1913578	
3301	MGI:108051	MP:0005382,MP:0010771,MP:0010768,MP:0005381,MP:0005378,MP:0005384,MP:0005385,MP:0005390,MP:0005391,MP:0005386,MP:0005380,MP:0005376,MP:0003631
3302	MGI:2685530	
3303	MGI:1195971	
3304	MGI:2446775	
3305	MGI:2147931	
3306	MGI:97570	MP:0002461,MP:0000512,MP:0005377,MP:0008500,MP:0003945,MP:0005037,MP:0003304,MP:0005381,MP:0005385,MP:0000511,MP:0005386,MP:0005150,MP:0005397,MP:0002497,MP:0002494,MP:0013803,MP:0000488,MP:0008502,MP:0000491,MP:0005387,MP:0005378,MP:0010768,MP:0002816,MP:0004842,MP:0008499,MP:0002495,MP:0005379,MP:0005376,MP:0003631,MP:0008501
3307	MGI:1925715	
3308	MGI:2384905	MP:0005391,MP:0010768
3309	MGI:1859635	MP:0005391,MP:0005385,MP:0003631,MP:0005384
3310	MGI:2155600	MP:0005369,MP:0005378,MP:0005376,MP:0010768,MP:0005388,MP:0005385
3311	MGI:1333829	
3312	MGI:109369	MP:0010768,MP:0005378
3313	MGI:1923485	
3314	MGI:1915589	MP:0005376,MP:0003631,MP:0005384,MP:0005378
3315	MGI:2384911	MP:0005376,MP:0005397
3316	MGI:3580656	
3317	MGI:3030874	
3318	MGI:95295	MP:0001577,MP:0010308,MP:0001245,MP:0006050,MP:0005384,MP:0005385,MP:0004046,MP:0009355,MP:0005370,MP:0005380,MP:0005390,MP:0010771,MP:0002697,MP:0000321,MP:0031213,MP:0001732,MP:0006058,MP:0002092,MP:0001876,MP:0005378,MP:0000217,MP:0005164,MP:0004952,MP:0005065,MP:0002051,MP:0005376,MP:0003631,MP:0005517,MP:0008752,MP:0005013,MP:0004808,MP:0002006,MP:0005388,MP:0004499,MP:0005371,MP:0005386,MP:0005397,MP:0001312,MP:0008872,MP:0001764,MP:0000245,MP:0005389,MP:0003691,MP:0002090,MP:0000609,MP:0001573,MP:0005387,MP:0010768,MP:0004759,MP:0003426,MP:0005391,MP:0004848,MP:0002908,MP:0002024,MP:0008246,MP:0005379,MP:0003179
3319	MGI:3643623	MP:0005397,MP:0005375,MP:0003631,MP:0005378
3320	MGI:2442355	MP:0010771,MP:0010768,MP:0005378,MP:0005384,MP:0005386,MP:0005379,MP:0005376,MP:0003631
3321	MGI:1332236	MP:0005397,MP:0005387,MP:0010768,MP:0005378,MP:0003631
3322	MGI:106008	MP:0005387
3323	MGI:2146908	
3324	MGI:96078	MP:0030619,MP:0009642,MP:0003619,MP:0005367,MP:0006433,MP:0005376,MP:0005390
3325	MGI:1917770	
3326	MGI:1929872	MP:0005387,MP:0005388,MP:0005381,MP:0005371,MP:0005391,MP:0010768,MP:0005379,MP:0005397,MP:0005390,MP:0010771
3327	MGI:1922909	
3328	MGI:98919	MP:0009642,MP:0002135,MP:0005161,MP:0005388,MP:0005384,MP:0005325,MP:0005367,MP:0005397,MP:0005150,MP:0011566,MP:0005387,MP:0005378,MP:0001263,MP:0002132,MP:0000195,MP:0000523,MP:0009148,MP:0002962,MP:0002495,MP:0005379,MP:0005376
3329	MGI:99206	
3330	MGI:87947	
3331	MGI:5560774	MP:0010412,MP:0003342,MP:0010422,MP:0001178,MP:0001823,MP:0000531,MP:0010406,MP:0011661,MP:0010443,MP:0003446,MP:0011665,MP:0004113,MP:0000694,MP:0004133,MP:0011254,MP:0010466,MP:0000564,MP:0010402,MP:0010487,MP:0004158,MP:0010808,MP:0001297,MP:0000111,MP:0010420,MP:0010488,MP:0000542,MP:0002639
3332	MGI:2156864	
3333	MGI:2149209	MP:0013962,MP:0005377,MP:0003150,MP:0005378,MP:0006325,MP:0004415,MP:0005386,MP:0003149,MP:0003631
3334	MGI:1338871	MP:0005389,MP:0005397,MP:0005376,MP:0005387,MP:0005384
3335	MGI:3042847	
3336	MGI:1925248	
3337	MGI:3030000	
3338	MGI:1925752	
3339	MGI:1097716	MP:0005389,MP:0010768,MP:0005378,MP:0005384,MP:0005369,MP:0005386,MP:0005379,MP:0005376,MP:0003631
3340	MGI:2149290	
3341	MGI:1914155	MP:0005375,MP:0005376,MP:0005384
3342	MGI:1914706	MP:0005389,MP:0010768,MP:0005378,MP:0005385,MP:0005371,MP:0005390,MP:0005379,MP:0005376
3343	MGI:98941	MP:0005088,MP:0005606,MP:0009549,MP:0005381,MP:0005385,MP:0002599,MP:0005397,MP:0031120,MP:0005564,MP:0005464,MP:0005387,MP:0005164,MP:0009548,MP:0003179,MP:0005376,MP:0003631
3344	MGI:1916014	
3345	MGI:1891731	MP:0011090,MP:0005384,MP:0001823,MP:0011466,MP:0005386,MP:0005165,MP:0005367,MP:0005397,MP:0008055,MP:0009541,MP:0001648,MP:0005621,MP:0011086,MP:0005389,MP:0004088,MP:0006316,MP:0005387,MP:0005378,MP:0010768,MP:0004087,MP:0005369,MP:0009409,MP:0011942,MP:0003644,MP:0011459,MP:0005379,MP:0005619,MP:0005376,MP:0003631,MP:0011470
3346	MGI:1100842	MP:0006032,MP:0001045,MP:0002135,MP:0000520,MP:0010771,MP:0001044,MP:0005387,MP:0005381,MP:0005384,MP:0010768,MP:0005369,MP:0011087,MP:0005367,MP:0000538,MP:0005380,MP:0003631,MP:0010983
3347	MGI:1274781	MP:0005382,MP:0012431,MP:0002006,MP:0005381,MP:0005384,MP:0005385,MP:0005388,MP:0005386,MP:0005367,MP:0005390,MP:0010771,MP:0005389,MP:0002038,MP:0010768,MP:0005378,MP:0005369,MP:0005379,MP:0003631,MP:0002027
3348	MGI:1923649	MP:0005390,MP:0005371
3349	MGI:98940	MP:0005376,MP:0005397
3350	MGI:2684982	
3351	MGI:3045722	MP:0005386
3352	MGI:3781315	
3353	MGI:3045269	
3354	MGI:2145977	MP:0005387,MP:0005376,MP:0005397
3355	MGI:101908	MP:0005386,MP:0005376,MP:0005384,MP:0005389
3356	MGI:1098224	
3357	MGI:1861231	MP:0005367,MP:0005397,MP:0005387,MP:0010768,MP:0005384
3358	MGI:1917592	MP:0005387,MP:0005376,MP:0005397
3359	MGI:1858195	MP:0005369,MP:0005384,MP:0005380,MP:0010768,MP:0005378,MP:0005385
3360	MGI:2148508	
3361	MGI:97276	MP:0010768,MP:0005378,MP:0005384,MP:0005388,MP:0005369,MP:0005390,MP:0005375,MP:0005386,MP:0005376
3362	MGI:3642989	
3363	MGI:88526	MP:0005391
3364	MGI:1277962	MP:0010768,MP:0005378,MP:0005384,MP:0005371,MP:0005385,MP:0005397,MP:0005380,MP:0003631
3365	MGI:105071	MP:0005376
3366	MGI:97615	MP:0005377,MP:0005387,MP:0005381,MP:0005378,MP:0005384,MP:0005385,MP:0010768,MP:0005397,MP:0005380,MP:0010771
3367	MGI:1341902	MP:0005397,MP:0005386,MP:0005387,MP:0005379
3368	MGI:2154433	
3369	MGI:105091	MP:0010152,MP:0005382,MP:0000825,MP:0003632,MP:0001917,MP:0005385,MP:0000827,MP:0001916,MP:0005386,MP:0001893,MP:0002152,MP:0000420,MP:0005390,MP:0010771,MP:0030316,MP:0000820,MP:0000074,MP:0001393,MP:0005389,MP:0002083,MP:0000788,MP:0010768,MP:0001429,MP:0005379,MP:0005376,MP:0003631
3370	MGI:2670992	
3371	MGI:1919558	MP:0005370,MP:0010768,MP:0005380,MP:0005376,MP:0005387,MP:0005378,MP:0005384
3372	MGI:2157899	MP:0005376
3373	MGI:3651611	
3374	MGI:96444	MP:0005387,MP:0005384,MP:0005397
3375	MGI:3713752	
3376	MGI:1914200	MP:0005376,MP:0003631,MP:0005384
3377	MGI:2441679	
3378	MGI:109248	MP:0005369,MP:0005386,MP:0005379,MP:0005376,MP:0005381,MP:0005385,MP:0003631
3379	MGI:1201678	MP:0000876,MP:0000890,MP:0003354,MP:0004811,MP:0005385,MP:0005386,MP:0001406,MP:0004097,MP:0003412,MP:0001393,MP:0005378,MP:0002229,MP:0001405,MP:0003484,MP:0005376,MP:0003631
3380	MGI:99211	MP:0005389,MP:0005387,MP:0005378,MP:0005384,MP:0010768,MP:0005379,MP:0005380,MP:0005397
3381	MGI:2144215	
3382	MGI:2183437	
3383	MGI:1915299	MP:0010768,MP:0005376
3384	MGI:3645243	MP:0005394
3385	MGI:1916837	MP:0005382,MP:0010768,MP:0005381,MP:0005378,MP:0005371,MP:0005391,MP:0005386,MP:0005380
3386	MGI:98223	MP:0005375,MP:0005370,MP:0010768,MP:0005376,MP:0005387,MP:0005378
3387	MGI:104979	MP:0010768
3388	MGI:3032521	MP:0005389,MP:0005367,MP:0005397,MP:0005387,MP:0005378
3389	MGI:98959	MP:0003631
3390	MGI:1321396	MP:0005370,MP:0005378,MP:0005387,MP:0005390,MP:0005367,MP:0005379,MP:0005397,MP:0005376
3391	MGI:1924038	MP:0005391,MP:0005386,MP:0010768,MP:0005376,MP:0005387
3392	MGI:108402	MP:0005391,MP:0005386,MP:0005397,MP:0005376,MP:0010768
3393	MGI:1928395	
3394	MGI:2442952	MP:0001186,MP:0005389,MP:0010771,MP:0010768,MP:0005378,MP:0005386,MP:0005367,MP:0005376,MP:0003631
3395	MGI:95432	MP:0005376
3396	MGI:1915308	MP:0002006,MP:0005376,MP:0010768,MP:0005378,MP:0005371
3397	MGI:1333772	MP:0005382,MP:0030220,MP:0005381,MP:0005385,MP:0005358,MP:0002649,MP:0030221,MP:0005375,MP:0005397,MP:0005390,MP:0030514,MP:0002576,MP:0005389,MP:0002577,MP:0005378,MP:0002817,MP:0030136,MP:0010747,MP:0002100,MP:0002650,MP:0002689,MP:0005376,MP:0003631,MP:0003404
3398	MGI:1915070	
3399	MGI:1929772	MP:0005386,MP:0003631
3400	MGI:1916048	
3401	MGI:1913103	MP:0005381,MP:0005384,MP:0005379
3402	MGI:1349414	MP:0005386,MP:0005378,MP:0005397
3403	MGI:5662654	
3404	MGI:3711980	
3405	MGI:2446249	MP:0005386,MP:0010768,MP:0005397
3406	MGI:3648544	
3407	MGI:891965	MP:0005380,MP:0010768
3408	MGI:1923304	MP:0005382,MP:0005370,MP:0010768,MP:0005385,MP:0005369,MP:0005390,MP:0005391,MP:0005379,MP:0005380,MP:0005376,MP:0003631
3409	MGI:3641634	
3410	MGI:1917649	MP:0005389,MP:0005387,MP:0005381,MP:0005378,MP:0005384,MP:0005385,MP:0005388,MP:0005390,MP:0005375,MP:0005386,MP:0010768,MP:0005367,MP:0005376
3411	MGI:1930134	MP:0005387,MP:0005378,MP:0005384,MP:0005385,MP:0010768,MP:0005370,MP:0005380,MP:0005397,MP:0005376,MP:0010771
3412	MGI:106403	MP:0005404,MP:0009937,MP:0001392,MP:0005384,MP:0005386,MP:0002882,MP:0001513,MP:0001405,MP:0003631
3413	MGI:2388726	
3414	MGI:97545	MP:0005390,MP:0010768,MP:0005376,MP:0005387,MP:0005385
3415	MGI:2675077	
3416	MGI:2444283	MP:0005384,MP:0005376,MP:0005367
3417	MGI:1933227	MP:0005389,MP:0005384,MP:0005379
3418	MGI:1915091	MP:0005379,MP:0010768,MP:0005376,MP:0005397,MP:0005387,MP:0005378,MP:0005384
3419	MGI:1922578	
3420	MGI:2443429	
3421	MGI:1313286	MP:0010768,MP:0005397
3422	MGI:2686058	MP:0005386,MP:0005397,MP:0005376,MP:0005387,MP:0005388,MP:0005384
3423	MGI:1353437	MP:0010768
3424	MGI:2442082	MP:0005391,MP:0005377,MP:0001186,MP:0005367,MP:0010771,MP:0005378,MP:0005385
3425	MGI:2183549	MP:0005391
3426	MGI:2443887	
3427	MGI:1918779	MP:0005375,MP:0005376,MP:0005378
3428	MGI:94941	MP:0005386,MP:0003631
3429	MGI:2684923	MP:0005389,MP:0005384
3430	MGI:1289302	MP:0005397,MP:0005380,MP:0010768,MP:0005378,MP:0005384
3431	MGI:1914082	
3432	MGI:104779	MP:0002357,MP:0000687,MP:0002831,MP:0001186,MP:0000706,MP:0008101,MP:0005381,MP:0005384,MP:0005367,MP:0005370,MP:0014130,MP:0010771,MP:0005095,MP:0000238,MP:0002083,MP:0005378,MP:0005093,MP:0005376,MP:0002460,MP:0002006,MP:0001870,MP:0010250,MP:0005388,MP:0005397,MP:0000221,MP:0004751,MP:0000703,MP:0005671,MP:0001805,MP:0005387,MP:0010768,MP:0002223,MP:0002024,MP:0001800,MP:0005379,MP:0008071
3433	MGI:96550	MP:0005377,MP:0005389,MP:0005370,MP:0005378,MP:0005384,MP:0005371,MP:0005387,MP:0010768,MP:0005386,MP:0005379,MP:0005397,MP:0010771
3434	MGI:2684848	MP:0005386,MP:0005376,MP:0005378,MP:0005385
3435	MGI:107654	MP:0005389,MP:0030960,MP:0005387,MP:0005378,MP:0005384,MP:0005078,MP:0005369,MP:0005466,MP:0005379,MP:0005397,MP:0004804
3436	MGI:1915209	
3437	MGI:3030896	
3438	MGI:1919830	
3439	MGI:1915813	MP:0010768
3440	MGI:1346052	MP:0005389,MP:0005386,MP:0005378,MP:0005384,MP:0003631
3441	MGI:1276574	MP:0005382,MP:0005381,MP:0005385,MP:0010403,MP:0000282,MP:0004200,MP:0005390,MP:0000120,MP:0001732,MP:0011085,MP:0010768,MP:0005378,MP:0010418,MP:0008277,MP:0011088,MP:0000111,MP:0008278
3442	MGI:1351624	
3443	MGI:94862	MP:0001262,MP:0008332,MP:0004811,MP:0005382,MP:0011448,MP:0001415,MP:0005384,MP:0005385,MP:0008365,MP:0001440,MP:0001409,MP:0005643,MP:0010249,MP:0005390,MP:0010771,MP:0001265,MP:0003990,MP:0008874,MP:0001732,MP:0002083,MP:0005378,MP:0005646,MP:0008369,MP:0002574,MP:0001386,MP:0009745,MP:0001405,MP:0004163,MP:0031391,MP:0008329,MP:0005376,MP:0003631,MP:0010149,MP:0002427,MP:0001463,MP:0002797,MP:0004924,MP:0002757,MP:0003348,MP:0001746,MP:0005386,MP:0002206,MP:0008872,MP:0001407,MP:0009435,MP:0002945,MP:0010768,MP:0004686,MP:0001906,MP:0010831,MP:0003461,MP:0005379,MP:0010069
3444	MGI:3035041	MP:0005386,MP:0005376
3445	MGI:1335094	MP:0010768,MP:0003631,MP:0005384
3446	MGI:1914816	
3447	MGI:3041167	MP:0005389,MP:0005379
3448	MGI:1924550	MP:0001186,MP:0005389,MP:0002006,MP:0005387,MP:0005381,MP:0005378,MP:0005384,MP:0010768,MP:0005386,MP:0005397,MP:0005376,MP:0010771
3449	MGI:1918345	
