	MGI	MP
15538	MGI:2159728	MP:0005376,MP:0005381,MP:0005367,MP:0005379
15539	MGI:1916783	
15540	MGI:88031	MP:0005379,MP:0005389,MP:0002006,MP:0005387,MP:0005378,MP:0005384,MP:0005385,MP:0010768,MP:0005370,MP:0005397,MP:0005376,MP:0003631
15541	MGI:2442358	MP:0005376
15542	MGI:1919120	MP:0005389,MP:0005382,MP:0010768,MP:0005381,MP:0005378,MP:0005384,MP:0005385,MP:0005388,MP:0005370,MP:0005380,MP:0005390,MP:0003631
15543	MGI:1918007	
15544	MGI:107776	MP:0005367,MP:0005397,MP:0005387,MP:0005378,MP:0005384
15545	MGI:1914873	
15546	MGI:1926022	
15547	MGI:2444126	
15548	MGI:88090	MP:0010771,MP:0010768,MP:0005381,MP:0005384,MP:0005378,MP:0005386,MP:0005376,MP:0003631
15549	MGI:2685287	
15550	MGI:1353428	MP:0005386,MP:0010768
15551	MGI:96756	MP:0005397,MP:0005379,MP:0002006,MP:0010768,MP:0005387,MP:0005384
15552	MGI:3702070	
15553	MGI:95414	MP:0002007,MP:0001874,MP:0010768,MP:0005384,MP:0008410,MP:0005397,MP:0001222,MP:0005376,MP:0010771,MP:0003631
15554	MGI:3030405	
15555	MGI:2442912	
15556	MGI:88407	MP:0005377,MP:0010771,MP:0005387,MP:0005378,MP:0005375,MP:0005386,MP:0005397,MP:0005390,MP:0003631
15557	MGI:2447810	MP:0010768
15558	MGI:1914111	MP:0005378,MP:0005397
15559	MGI:96437	MP:0005367,MP:0005370,MP:0005397,MP:0005387,MP:0005378,MP:0005385
15560	MGI:1915416	MP:0005386,MP:0003631
15561	MGI:1349394	MP:0005380,MP:0010768,MP:0005378,MP:0005371
15562	MGI:99401	MP:0005388,MP:0005386,MP:0005367,MP:0005397,MP:0005376,MP:0005378,MP:0003631
15563	MGI:1917403	
15564	MGI:2146553	MP:0010768,MP:0005375,MP:0005376
15565	MGI:2685200	
15566	MGI:1339998	MP:0001186,MP:0005239,MP:0003099,MP:0005381,MP:0005385,MP:0005375,MP:0005201,MP:0005367,MP:0005370,MP:0005397,MP:0005390,MP:0010771,MP:0005389,MP:0005548,MP:0002092,MP:0005387,MP:0005378,MP:0010768,MP:0005369,MP:0005391,MP:0005379,MP:0006238
15567	MGI:3031137	
15568	MGI:107561	MP:0003631
15569	MGI:2681273	
15570	MGI:1345183	MP:0005386,MP:0010768,MP:0003631
15571	MGI:1351668	MP:0005376
15572	MGI:97322	
15573	MGI:1915561	
15574	MGI:3704243	
15575	MGI:98280	MP:0005387,MP:0005378,MP:0005385,MP:0005384,MP:0005391,MP:0005390,MP:0005386,MP:0005370,MP:0005397,MP:0005376,MP:0010771
15576	MGI:2447427	MP:0010768
15577	MGI:2443695	MP:0005386,MP:0005376
15578	MGI:1914429	MP:0005387,MP:0010768,MP:0005385,MP:0005391,MP:0005386,MP:0005397,MP:0005380,MP:0003631
15579	MGI:95487	MP:0005377,MP:0005382,MP:0005388,MP:0005384,MP:0005385,MP:0005367,MP:0005397,MP:0005380,MP:0005390,MP:0010771,MP:0005387,MP:0005378,MP:0010768,MP:0005369,MP:0005391,MP:0005379,MP:0003631
15580	MGI:1917729	
15581	MGI:1919785	MP:0005386,MP:0005376,MP:0005384,MP:0005379
15582	MGI:104638	MP:0005387,MP:0005376,MP:0005381
15583	MGI:109372	MP:0005390,MP:0005386,MP:0005397,MP:0010768,MP:0005376,MP:0005387
15584	MGI:104749	MP:0005386,MP:0005397,MP:0005376,MP:0005390,MP:0005378,MP:0005385,MP:0003631
15585	MGI:2136760	MP:0005397
15586	MGI:1196466	MP:0009732,MP:0010631,MP:0005381,MP:0005385,MP:0005384,MP:0001853,MP:0003222,MP:0005140,MP:0010771,MP:0010392,MP:0010509,MP:0005330,MP:0005387,MP:0010768,MP:0011920,MP:0009763,MP:0005369,MP:0005391,MP:0011925,MP:0003141
15587	MGI:2143575	
15588	MGI:1858259	MP:0005391,MP:0005386,MP:0010768,MP:0005397
15589	MGI:1100494	MP:0005377,MP:0002006,MP:0010771,MP:0005387,MP:0005378,MP:0005384,MP:0005391,MP:0005386,MP:0005397,MP:0005376,MP:0003631
15590	MGI:3709324	
15591	MGI:2384892	MP:0005390,MP:0005376,MP:0005378
15592	MGI:5010781	
15593	MGI:1915273	
15594	MGI:87997	MP:0005389,MP:0002006,MP:0010771,MP:0005387,MP:0005378,MP:0005384,MP:0005385,MP:0005391,MP:0010768,MP:0005379,MP:0005397,MP:0005376,MP:0003631
15595	MGI:1354944	MP:0010768,MP:0005390,MP:0003631,MP:0005384
15596	MGI:1919000	
15597	MGI:1917212	MP:0005386,MP:0005376,MP:0005378
15598	MGI:3050795	MP:0005382,MP:0010768,MP:0005388,MP:0005384,MP:0005385,MP:0005369,MP:0005370,MP:0005380,MP:0005376,MP:0003631
15599	MGI:2448420	
15600	MGI:891980	
15601	MGI:97528	MP:0001186,MP:0005388,MP:0005385,MP:0005367,MP:0005370,MP:0005397,MP:0005380,MP:0010771,MP:0005389,MP:0005387,MP:0005378,MP:0010768,MP:0005369,MP:0005391,MP:0005376,MP:0003631
15602	MGI:2139207	
15603	MGI:1915963	MP:0005382,MP:0005387,MP:0005378,MP:0005371,MP:0005390,MP:0005386,MP:0005370,MP:0005397,MP:0005376
15604	MGI:1933177	MP:0005387,MP:0005376,MP:0005384,MP:0005397
15605	MGI:3045350	MP:0005391,MP:0005386,MP:0003631
15606	MGI:2183449	MP:0005389,MP:0005384,MP:0005379
15607	MGI:1858683	
15608	MGI:1917716	
15609	MGI:1333799	MP:0005387,MP:0005378,MP:0005384,MP:0010768,MP:0005379,MP:0005397,MP:0005376,MP:0003631
15610	MGI:1338033	MP:0005387,MP:0005381,MP:0005378,MP:0005384,MP:0005385,MP:0010768,MP:0005379,MP:0005380,MP:0005376
15611	MGI:1859086	MP:0005391,MP:0003631,MP:0005378
15612	MGI:2444878	
15613	MGI:1923646	MP:0005390,MP:0005378,MP:0005371
15614	MGI:1916022	MP:0005387,MP:0005386,MP:0005376,MP:0005397
15615	MGI:1276111	MP:0010768,MP:0005390
15616	MGI:1914094	
15617	MGI:1917942	MP:0005377,MP:0005386,MP:0003631,MP:0005384
15618	MGI:3619412	MP:0005397,MP:0010768,MP:0005376,MP:0005387,MP:0005378,MP:0005384
15619	MGI:98958	MP:0005377,MP:0005382,MP:0005381,MP:0005384,MP:0005385,MP:0005388,MP:0005371,MP:0005367,MP:0005370,MP:0005397,MP:0005380,MP:0005390,MP:0005389,MP:0005387,MP:0005378,MP:0010768,MP:0005379,MP:0005376,MP:0003631
15620	MGI:104860	MP:0005389,MP:0005387,MP:0005378,MP:0005385,MP:0005388,MP:0005369,MP:0010768,MP:0005386,MP:0005379,MP:0005397
15621	MGI:1915468	
15622	MGI:2652878	MP:0005390,MP:0005376
15623	MGI:2443767	MP:0005386,MP:0005378,MP:0005389
15624	MGI:3030918	
15625	MGI:2443758	MP:0005380,MP:0003631,MP:0005378
15626	MGI:1917745	MP:0010768,MP:0005378,MP:0005384,MP:0005385,MP:0005369,MP:0005391,MP:0005367,MP:0005370,MP:0005376,MP:0003631
15627	MGI:2446210	MP:0005369,MP:0005376,MP:0005385
15628	MGI:1351658	MP:0010768
15629	MGI:1346074	MP:0005386,MP:0010768,MP:0003631
15630	MGI:107536	
15631	MGI:1342270	MP:0008520,MP:0006069,MP:0010053,MP:0005382,MP:0005241,MP:0005381,MP:0005384,MP:0005385,MP:0003081,MP:0002795,MP:0001925,MP:0003732,MP:0008511,MP:0005390,MP:0000751,MP:0001265,MP:0005378,MP:0003381,MP:0008519,MP:0005376,MP:0003631,MP:0001406,MP:0003727,MP:0005377,MP:0003733,MP:0008515,MP:0006200,MP:0009415,MP:0005371,MP:0005386,MP:0002792,MP:0005553,MP:0005551,MP:0002699,MP:0005389,MP:0002279,MP:0005387,MP:0010768,MP:0008509,MP:0005369,MP:0005391,MP:0005329,MP:0004703
15632	MGI:2443497	MP:0005377
15633	MGI:3030253	
15634	MGI:2149330	MP:0005377,MP:0005384,MP:0005391,MP:0005390,MP:0005386,MP:0005367,MP:0005379,MP:0005376,MP:0003631
15635	MGI:104636	MP:0002006,MP:0010768,MP:0005388
15636	MGI:1919154	
15637	MGI:1916538	MP:0005397,MP:0005387,MP:0005379
15638	MGI:3031048	
15639	MGI:1920136	MP:0005386,MP:0010768
15640	MGI:96023	
15641	MGI:1913355	MP:0005391,MP:0005386,MP:0005390,MP:0005378
15642	MGI:1915252	
15643	MGI:1919543	MP:0005389
15644	MGI:99548	
15645	MGI:1889206	MP:0005386,MP:0005397,MP:0005387,MP:0010768,MP:0005384
15646	MGI:2661120	MP:0005386,MP:0005376
15647	MGI:102675	MP:0005376
15648	MGI:1861733	
15649	MGI:2443760	MP:0005389,MP:0005384
15650	MGI:1921461	
15651	MGI:1859026	MP:0005387,MP:0005378,MP:0010768,MP:0005390,MP:0005375,MP:0005397,MP:0005380,MP:0005376,MP:0010771
15652	MGI:2179430	
15653	MGI:3644489	
15654	MGI:3039572	
15655	MGI:1890472	MP:0010768,MP:0005381,MP:0005387,MP:0005378
15656	MGI:1919160	
15657	MGI:2443086	MP:0005385
15658	MGI:108088	MP:0005382,MP:0010768,MP:0005378,MP:0005381,MP:0005384,MP:0005369,MP:0005385,MP:0005391,MP:0005386,MP:0005370,MP:0005380,MP:0005376,MP:0010771
15659	MGI:3704270	
15660	MGI:3646561	
15661	MGI:1913456	
15662	MGI:2178743	MP:0002006,MP:0005376,MP:0005370
15663	MGI:1915906	
15664	MGI:1926194	MP:0005370,MP:0005378,MP:0005381,MP:0005384,MP:0005385,MP:0005387,MP:0010768,MP:0005367,MP:0005379,MP:0005397,MP:0005376,MP:0010771
15665	MGI:2138994	MP:0005387,MP:0010768,MP:0005385,MP:0005369,MP:0005391,MP:0005386,MP:0005397,MP:0005380,MP:0003631
15666	MGI:2450016	MP:0005369,MP:0005384,MP:0005376,MP:0005387,MP:0005381,MP:0005385
15667	MGI:95411	MP:0010771,MP:0005387,MP:0005378,MP:0005381,MP:0005384,MP:0005369,MP:0005385,MP:0005388,MP:0005386,MP:0010768,MP:0005379,MP:0005380,MP:0005376,MP:0003631
15668	MGI:2442789	MP:0005378,MP:0005387,MP:0005397,MP:0010768,MP:0005388
15669	MGI:1913732	MP:0005380,MP:0010768,MP:0005384
15670	MGI:1098749	MP:0005391,MP:0005386,MP:0003631
15671	MGI:4834259	
15672	MGI:2681210	
15673	MGI:1277152	MP:0001954,MP:0008918,MP:0001634,MP:0006051,MP:0005384,MP:0005385,MP:0005370,MP:0003491,MP:0005390,MP:0002269,MP:0003643,MP:0002083,MP:0005378,MP:0003224,MP:0006054,MP:0003644,MP:0003631,MP:0011635,MP:0006036,MP:0003354,MP:0010955,MP:0014180,MP:0005388,MP:0005386,MP:0000754,MP:0005397,MP:0001505,MP:0005389,MP:0005387,MP:0010768,MP:0006035,MP:0005369,MP:0013806,MP:0005379,MP:0001622
15674	MGI:1336209	MP:0010412,MP:0005382,MP:0001293,MP:0005381,MP:0005385,MP:0001823,MP:0005375,MP:0002639,MP:0005397,MP:0005157,MP:0010420,MP:0005390,MP:0010402,MP:0005387,MP:0005378,MP:0000276,MP:0005369,MP:0005391,MP:0002625,MP:0001297,MP:0000111,MP:0005379,MP:0001890,MP:0005376,MP:0003631,MP:0001625
15675	MGI:1915050	MP:0010768,MP:0005378,MP:0005384,MP:0005371,MP:0005375,MP:0005386,MP:0005370,MP:0005376,MP:0010771
15676	MGI:1919963	MP:0005391,MP:0005386,MP:0005376
15677	MGI:104717	MP:0010771,MP:0010768,MP:0005388,MP:0005385,MP:0005384,MP:0005391,MP:0005386,MP:0005367,MP:0005370,MP:0005397,MP:0005390,MP:0003631
15678	MGI:3521816	MP:0003631
15679	MGI:2389465	MP:0011090,MP:0001954,MP:0005382,MP:0009892,MP:0005381,MP:0005384,MP:0005388,MP:0009652,MP:0005397,MP:0000098,MP:0008273,MP:0005390,MP:0002896,MP:0009890,MP:0030266,MP:0013264,MP:0010768,MP:0005378,MP:0009895,MP:0008970,MP:0030183,MP:0005376,MP:0008395
15680	MGI:2446186	MP:0005391,MP:0005390,MP:0005386,MP:0010768,MP:0005385
15681	MGI:1351603	MP:0005389
15682	MGI:1333883	MP:0005389,MP:0002006,MP:0010771,MP:0010768,MP:0005378,MP:0005384,MP:0005385,MP:0005386,MP:0005379,MP:0005397,MP:0005376,MP:0003631
15683	MGI:1917258	MP:0001186,MP:0005387,MP:0005381,MP:0005378,MP:0005384,MP:0005369,MP:0005385,MP:0005388,MP:0005391,MP:0010768,MP:0005397,MP:0005376,MP:0010771
15684	MGI:1343102	MP:0005377,MP:0010768,MP:0005378,MP:0005384,MP:0005385,MP:0005388,MP:0005391,MP:0005386,MP:0005380,MP:0005376,MP:0003631
15685	MGI:1098754	MP:0005380,MP:0005389,MP:0010768
15686	MGI:2685005	
15687	MGI:95728	MP:0005377,MP:0005382,MP:0010771,MP:0010768,MP:0005378,MP:0005381,MP:0005371,MP:0005369,MP:0005384,MP:0005388,MP:0005386,MP:0005390,MP:0005380,MP:0005376,MP:0003631
15688	MGI:1321151	MP:0005391,MP:0005386
15689	MGI:1914269	MP:0010768,MP:0005376
15690	MGI:1915446	MP:0005380,MP:0010768
15691	MGI:1917135	
15692	MGI:1913557	
15693	MGI:106281	MP:0005379,MP:0005370,MP:0010771,MP:0005376,MP:0005378
15694	MGI:1914127	
15695	MGI:105933	MP:0005390,MP:0005386,MP:0005397,MP:0005376,MP:0005378
15696	MGI:2654206	
15697	MGI:1330346	
15698	MGI:1921735	MP:0005389
15699	MGI:99663	MP:0005376,MP:0005381,MP:0005397
15700	MGI:97429	MP:0010768,MP:0005376
15701	MGI:2679256	
15702	MGI:1278321	MP:0005391,MP:0005390,MP:0005386,MP:0005376,MP:0010768,MP:0005388,MP:0005385
15703	MGI:1922032	MP:0005387,MP:0010768,MP:0005376,MP:0005397
15704	MGI:1913833	MP:0010768,MP:0010771
15705	MGI:1929878	MP:0001262,MP:0001186,MP:0005382,MP:0004642,MP:0005381,MP:0005384,MP:0005385,MP:0001698,MP:0005380,MP:0011087,MP:0000576,MP:0005390,MP:0010771,MP:0001265,MP:0010714,MP:0000566,MP:0001732,MP:0009874,MP:0011085,MP:0000564,MP:0005378,MP:0002765,MP:0001297,MP:0003757,MP:0000111,MP:0001325,MP:0005376,MP:0003631,MP:0000571,MP:0010715,MP:0004358,MP:0001326,MP:0002932,MP:0005371,MP:0006221,MP:0005386,MP:0005201,MP:0005430,MP:0010772,MP:0005397,MP:0006309,MP:0000556,MP:0031291,MP:0005387,MP:0010768,MP:0005391,MP:0001333
15706	MGI:1347058	MP:0005391,MP:0001186,MP:0001304,MP:0005376,MP:0005378,MP:0005385
15707	MGI:1915080	MP:0005369,MP:0005390,MP:0005386,MP:0010768,MP:0003631
15708	MGI:96534	MP:0005384,MP:0005397,MP:0005376,MP:0005387,MP:0005378,MP:0005385
15709	MGI:3779804	
15710	MGI:2385198	MP:0005389,MP:0005382,MP:0010768,MP:0005378,MP:0005384,MP:0005391,MP:0005390,MP:0005379,MP:0005397,MP:0005376
15711	MGI:1915641	MP:0005391,MP:0010768,MP:0005382,MP:0005378
15712	MGI:1918732	MP:0005391,MP:0005386,MP:0005376,MP:0003631
15713	MGI:1351663	MP:0005389,MP:0005370,MP:0005378,MP:0005384,MP:0005387,MP:0005367,MP:0005379,MP:0005397,MP:0005376
15714	MGI:1923877	
15715	MGI:3588270	
15716	MGI:1925640	
15717	MGI:1924832	MP:0005389,MP:0005382,MP:0000825,MP:0002083,MP:0005387,MP:0005378,MP:0005384,MP:0010768,MP:0000827,MP:0005390,MP:0001891,MP:0005386,MP:0005379,MP:0005397,MP:0005376,MP:0003631,MP:0011495,MP:0001265
15718	MGI:1920997	MP:0005389,MP:0005379,MP:0005376,MP:0005397,MP:0005387,MP:0005378,MP:0005385
15719	MGI:3030938	
15720	MGI:2685054	MP:0005377,MP:0001186,MP:0005382,MP:0010771,MP:0010768,MP:0005378,MP:0005381,MP:0005371,MP:0005384,MP:0005388,MP:0005391,MP:0005386,MP:0005380,MP:0005390,MP:0003631
15721	MGI:700009	MP:0005390,MP:0005386,MP:0005376
15722	MGI:2443431	
15723	MGI:2442190	MP:0005370,MP:0005378,MP:0005385,MP:0005387,MP:0005391,MP:0005390,MP:0005375,MP:0005386,MP:0005379,MP:0005397,MP:0005376
15724	MGI:1922845	
15725	MGI:1919525	
15726	MGI:2157782	MP:0005391
15727	MGI:2685972	
15728	MGI:2148801	
15729	MGI:1914974	MP:0010768
15730	MGI:105926	MP:0005391,MP:0005386,MP:0005397,MP:0005376,MP:0005378,MP:0005385
15731	MGI:1914184	
15732	MGI:1933184	
15733	MGI:3030295	
15734	MGI:3027899	MP:0005386,MP:0005376
15735	MGI:104864	MP:0005376,MP:0005397
15736	MGI:1918662	MP:0005376
15737	MGI:1921416	
15738	MGI:1925927	MP:0002006,MP:0005387,MP:0005381,MP:0005378,MP:0005384,MP:0010768,MP:0005386,MP:0005397,MP:0005376
15739	MGI:95499	MP:0001262,MP:0002461,MP:0001577,MP:0003997,MP:0002194,MP:0005381,MP:0005384,MP:0005385,MP:0001650,MP:0001864,MP:0005367,MP:0005370,MP:0001785,MP:0000691,MP:0005390,MP:0002083,MP:0005378,MP:0001429,MP:0001861,MP:0005376,MP:0003631,MP:0001860,MP:0001869,MP:0001870,MP:0001859,MP:0005388,MP:0005386,MP:0005397,MP:0000702,MP:0001505,MP:0001846,MP:0002743,MP:0005387,MP:0010768,MP:0002148,MP:0002962,MP:0005379
15740	MGI:88123	MP:0005386,MP:0005367,MP:0005397,MP:0010771,MP:0005376,MP:0010768,MP:0005378
15741	MGI:2681872	
15742	MGI:1927126	MP:0010771,MP:0005370,MP:0005381,MP:0005385,MP:0005387,MP:0005388,MP:0005391,MP:0010768,MP:0005375,MP:0005386,MP:0005379,MP:0005376,MP:0003631
15743	MGI:1915149	
15744	MGI:1349415	MP:0005389,MP:0005387,MP:0005378,MP:0005384,MP:0010768,MP:0005379,MP:0005380,MP:0005397,MP:0005376
15745	MGI:97384	MP:0005377,MP:0005379,MP:0005389,MP:0010768,MP:0005378,MP:0005384,MP:0005388,MP:0005391,MP:0005390,MP:0005375,MP:0005386,MP:0005370,MP:0005376,MP:0003631
15746	MGI:1920323	
15747	MGI:2444159	
15748	MGI:3030528	
15749	MGI:1920076	
15750	MGI:1922897	MP:0005389,MP:0005384,MP:0005379
15751	MGI:2445361	
15752	MGI:1917207	MP:0010768
15753	MGI:109283	
15754	MGI:2146001	MP:0005389,MP:0010768
15755	MGI:1355305	MP:0002006,MP:0005376
15756	MGI:106190	MP:0005379,MP:0010768,MP:0005376,MP:0005397,MP:0005387,MP:0003631,MP:0005384
15757	MGI:2685385	MP:0005389,MP:0010771,MP:0010768,MP:0005378,MP:0005369,MP:0005386,MP:0005379,MP:0005376,MP:0003631
15758	MGI:1890659	MP:0005377,MP:0010771,MP:0005387,MP:0005385,MP:0005391,MP:0005386,MP:0005397,MP:0005376,MP:0003631
15759	MGI:1342284	MP:0005388,MP:0005367,MP:0005378,MP:0005380,MP:0005376,MP:0010768,MP:0005381
15760	MGI:3041210	
15761	MGI:3030532	
15762	MGI:1914263	MP:0005375,MP:0005370,MP:0005376,MP:0005387,MP:0005378,MP:0005384
15763	MGI:1913394	MP:0010768
15764	MGI:1889585	MP:0011091,MP:0005381,MP:0005384,MP:0011108,MP:0005367,MP:0005380,MP:0005390,MP:0001967,MP:0002989,MP:0002083,MP:0000564,MP:0005378,MP:0011967,MP:0003130,MP:0030862,MP:0003675,MP:0003631,MP:0003270,MP:0005377,MP:0005371,MP:0004739,MP:0005386,MP:0000555,MP:0003446,MP:0000527,MP:0000914,MP:0000520,MP:0004639,MP:0000554,MP:0010768,MP:0002705,MP:0004637,MP:0000565
15765	MGI:3527445	
15766	MGI:2151016	MP:0005377,MP:0002066,MP:0003169,MP:0005307,MP:0005386,MP:0004331,MP:0004302,MP:0001963,MP:0000048,MP:0002894,MP:0001967,MP:0000043,MP:0004404,MP:0002857,MP:0004628,MP:0004398,MP:0002102,MP:0006325,MP:0000032,MP:0004527,MP:0003149,MP:0001406,MP:0003631,MP:0004300
15767	MGI:1913459	
15768	MGI:97051	MP:0005382,MP:0005380,MP:0005376,MP:0010768,MP:0005385
15769	MGI:2384963	
15770	MGI:2153839	MP:0001186,MP:0005100,MP:0005606,MP:0000371,MP:0004725,MP:0009549,MP:0008480,MP:0005397,MP:0010771,MP:0020432,MP:0002551,MP:0009448,MP:0005075,MP:0005391,MP:0005103,MP:0009446,MP:0005376
15771	MGI:4439868	
15772	MGI:105128	MP:0005389,MP:0005382,MP:0005387,MP:0005378,MP:0005381,MP:0005385,MP:0005391,MP:0010768,MP:0005375,MP:0005386,MP:0005379,MP:0005380,MP:0005376,MP:0010771
15773	MGI:2149946	MP:0005389,MP:0010768,MP:0005381,MP:0005384
15774	MGI:1916910	MP:0005376,MP:0005385
15775	MGI:96743	MP:0005369,MP:0005386,MP:0005380,MP:0010768,MP:0003631,MP:0005371
15776	MGI:96224	MP:0000438,MP:0003985,MP:0006144,MP:0005382,MP:0030036,MP:0009873,MP:0005381,MP:0005384,MP:0005385,MP:0006143,MP:0000662,MP:0031232,MP:0000266,MP:0005367,MP:0000091,MP:0005390,MP:0010771,MP:0001883,MP:0000276,MP:0005378,MP:0003743,MP:0030062,MP:0010234,MP:0005376,MP:0003631,MP:0000231,MP:0002842,MP:0011471,MP:0002006,MP:0005388,MP:0005386,MP:0000628,MP:0030034,MP:0000630,MP:0003769,MP:0000097,MP:0005387,MP:0010768,MP:0008772,MP:0000107,MP:0005369,MP:0001614,MP:0002625,MP:0010591,MP:0005379,MP:0008725,MP:0003108
15777	MGI:1196275	
15778	MGI:2442773	MP:0005389,MP:0005382,MP:0005378,MP:0005386,MP:0005379,MP:0005397,MP:0005376,MP:0003631
15779	MGI:1891826	
15780	MGI:1917609	MP:0005380,MP:0010768
15781	MGI:1918794	MP:0005369,MP:0005376,MP:0005385
15782	MGI:1926249	
15783	MGI:1888939	MP:0005376,MP:0005378,MP:0005385
15784	MGI:2686209	MP:0005369,MP:0005386,MP:0003631,MP:0005389
15785	MGI:2444810	
15786	MGI:1919757	MP:0000522,MP:0005377,MP:0005382,MP:0013294,MP:0000562,MP:0005381,MP:0005385,MP:0005371,MP:0011307,MP:0004860,MP:0005386,MP:0003255,MP:0005367,MP:0005370,MP:0031448,MP:0005380,MP:0002092,MP:0010768,MP:0005378,MP:0005391,MP:0003917,MP:0010831,MP:0000111,MP:0005379,MP:0003675,MP:0001299,MP:0005376,MP:0009050
15787	MGI:3030162	
15788	MGI:1918971	
15789	MGI:107823	MP:0005389,MP:0005382,MP:0005387,MP:0005378,MP:0005384,MP:0005371,MP:0005388,MP:0005390,MP:0005386,MP:0005397,MP:0005376,MP:0003631
15790	MGI:1914012	MP:0005376,MP:0010771
15791	MGI:895149	MP:0005293,MP:0005384,MP:0005385,MP:0000003,MP:0005375,MP:0000266,MP:0005370,MP:0005439,MP:0005332,MP:0011049,MP:0000278,MP:0002083,MP:0005378,MP:0009763,MP:0001260,MP:0002899,MP:0002971,MP:0005376,MP:0003979,MP:0001636,MP:0003084,MP:0002006,MP:0002020,MP:0005333,MP:0005386,MP:0031115,MP:0002118,MP:0005666,MP:0004566,MP:0000189,MP:0005330,MP:0002628,MP:0005584,MP:0010768,MP:0010954,MP:0005369
15792	MGI:1917278	MP:0005390,MP:0005386,MP:0005397,MP:0010771,MP:0005376,MP:0005387,MP:0005378
15793	MGI:109125	MP:0010771,MP:0005387,MP:0005378,MP:0005385,MP:0010768,MP:0005391,MP:0005386,MP:0005397,MP:0005376,MP:0003631
15794	MGI:96213	MP:0005376,MP:0009643,MP:0005367,MP:0013724
15795	MGI:1351597	MP:0005386,MP:0005397,MP:0010768,MP:0005376,MP:0005387,MP:0005378,MP:0005385
15796	MGI:3646891	
15797	MGI:3652039	MP:0005389,MP:0005376,MP:0005384,MP:0005379
15798	MGI:1918093	MP:0005389,MP:0005387,MP:0005379
15799	MGI:1922011	MP:0005387,MP:0005386,MP:0005376
15800	MGI:1914778	MP:0005390,MP:0005387,MP:0005384
15801	MGI:1914085	
15802	MGI:894316	
15803	MGI:1349474	
15804	MGI:2444572	MP:0005386
15805	MGI:2654070	MP:0010771,MP:0005370,MP:0005378,MP:0005385,MP:0005387,MP:0005391,MP:0005367,MP:0005379,MP:0005397,MP:0003631
15806	MGI:2147134	MP:0005377,MP:0005382,MP:0005387,MP:0005381,MP:0005378,MP:0005371,MP:0005391,MP:0005390,MP:0010768,MP:0005386,MP:0005397,MP:0005376,MP:0010771
15807	MGI:3648473	
15808	MGI:1931502	
15809	MGI:2385885	MP:0010768,MP:0005376
15810	MGI:2181067	MP:0005389,MP:0005384,MP:0005379,MP:0005378,MP:0005385
15811	MGI:1926158	
15812	MGI:1098597	MP:0005391,MP:0005389,MP:0005384,MP:0005386,MP:0005379,MP:0010768,MP:0005385
15813	MGI:1919248	MP:0005378,MP:0005385
15814	MGI:97874	MP:0005377,MP:0001186,MP:0005382,MP:0002006,MP:0005381,MP:0005384,MP:0005385,MP:0005388,MP:0005375,MP:0005386,MP:0005370,MP:0005397,MP:0005380,MP:0005390,MP:0010771,MP:0005389,MP:0005387,MP:0005378,MP:0010768,MP:0005369,MP:0005391,MP:0005379,MP:0005376,MP:0003631
15815	MGI:1921020	
15816	MGI:96197	MP:0005390,MP:0010771,MP:0005379
15817	MGI:2444913	
15818	MGI:96661	MP:0005386,MP:0003631
15819	MGI:1914414	
15820	MGI:2682298	
15821	MGI:1920462	
15822	MGI:1917473	MP:0010768
15823	MGI:1913616	
15824	MGI:3031040	
15825	MGI:109368	MP:0005397,MP:0005387,MP:0005379
15826	MGI:1929096	MP:0005397
15827	MGI:2444681	MP:0000438,MP:0005382,MP:0001914,MP:0011091,MP:0000164,MP:0005381,MP:0005385,MP:0012092,MP:0001698,MP:0013818,MP:0009887,MP:0013603,MP:0010940,MP:0001785,MP:0006418,MP:0005380,MP:0030249,MP:0005390,MP:0001146,MP:0004872,MP:0002237,MP:0004911,MP:0001147,MP:0005378,MP:0009885,MP:0009845,MP:0001297,MP:0000897,MP:0010939,MP:0004912,MP:0005376,MP:0003631,MP:0000117,MP:0004443,MP:0001286,MP:0003425,MP:0004447,MP:0008274,MP:0009653,MP:0000783,MP:0005388,MP:0005371,MP:0031450,MP:0000118,MP:0004383,MP:0009846,MP:0009904,MP:0005389,MP:0004445,MP:0012247,MP:0003830,MP:0004419,MP:0003104,MP:0010768,MP:0000936,MP:0005391,MP:0000458,MP:0004913,MP:0005379,MP:0030268,MP:0031449,MP:0004703,MP:0000565
15828	MGI:1289263	MP:0001262,MP:0002741,MP:0011252,MP:0000273,MP:0005382,MP:0000690,MP:0010412,MP:0011249,MP:0005381,MP:0005384,MP:0005385,MP:0000827,MP:0005367,MP:0005370,MP:0010403,MP:0005390,MP:0011069,MP:0000913,MP:0011667,MP:0004275,MP:0003178,MP:0004110,MP:0000598,MP:0010466,MP:0011085,MP:0011056,MP:0005378,MP:0010418,MP:0004157,MP:0011683,MP:0010808,MP:0008458,MP:0010420,MP:0011380,MP:0002639,MP:0003631,MP:0006061,MP:0002183,MP:0000644,MP:0011250,MP:0000825,MP:0005388,MP:0008528,MP:0011649,MP:0001891,MP:0000519,MP:0005397,MP:0011668,MP:0013438,MP:0004113,MP:0008461,MP:0000694,MP:0004133,MP:0011254,MP:0006063,MP:0005387,MP:0010768,MP:0000284,MP:0013907
15829	MGI:2384301	MP:0005376
15830	MGI:1917087	MP:0005382,MP:0010768,MP:0005378,MP:0005385,MP:0005391,MP:0005386,MP:0005380,MP:0005376,MP:0003631
